Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[20]     1.5    0.35    0.00   14417         caml_page_table_modify [20]
                0.00    0.00       3/15165       caml_gc_message [162]
-----------------------------------------------
                0.00    0.00       3/1115        caml_finish_major_cycle [84]
                0.24    0.09    1112/1115        caml_major_collection_slice [16]
[21]     1.5    0.24    0.09    1115         sweep_slice [21]
                0.09    0.00 13776463/13776481     caml_fl_merge_block [39]
                0.00    0.00    1115/15165       caml_gc_message [162]
-----------------------------------------------
                0.00    0.32       1/1           camlOptim0__entry [4]
[22]     1.4    0.00    0.32       1         camlOptim0__read_words_1030 [22]
                0.01    0.23  273170/273170      camlScanf__scan_format_1685 [25]
                0.00    0.02  546340/1477567     caml_apply2 <cycle 1> [42]
                0.02    0.00  273170/546340      camlScanf__delay_1694 [45]
                0.01    0.00  273170/273170      camlOptim0__fun_1064 [61]
                0.01    0.00  273170/273170      camlScanf__fun_1926 [64]
                0.01    0.00  273170/819510      caml_curry3_1 [54]
                0.00    0.00  546340/571166      caml_curry2_1 [129]
                0.00    0.00  273170/819510      caml_curry3_2 [127]
                0.00    0.00  273170/273170      caml_curry5_4 [147]
                0.00    0.00  273170/1117508     caml_apply3 [123]
                0.00    0.00  273170/273170      camlScanf__fun_2864 [140]
                0.00    0.00       1/1           camlPervasives__open_in_gen_1214 [238]
                0.00    0.00       1/1           camlPervasives__open_in_1218 [237]
                0.00    0.00       1/1           camlList__tl_1039 [231]
                0.00    0.00       1/12414       camlList__rev_append_1051 [164]
-----------------------------------------------
                0.00    0.00       7/13832263     caml_alloc_custom [108]
                0.07    0.23 13832256/13832263     caml_oldify_one [19]
[23]     1.3    0.07    0.23 13832263         caml_alloc_shr [23]
                0.00    0.12      28/28          caml_add_to_heap [37]
                0.08    0.03 13832291/13832291     caml_fl_allocate [38]
                0.00    0.00      28/28          caml_round_heap_chunk_size [193]
                0.00    0.00      28/29          caml_alloc_for_heap [190]
                0.00    0.00      28/28          caml_fl_add_blocks [192]
-----------------------------------------------
                0.00    0.00       3/484         caml_finish_major_cycle [84]
                0.20    0.06     481/484         caml_major_collection_slice [16]
[24]     1.1    0.20    0.06     484         mark_slice [24]
                0.06    0.00 17502175/633527269     caml_page_table_lookup [10]
                0.00    0.00     968/15165       caml_gc_message [162]
                0.00    0.00      92/92          caml_final_update [187]
                0.00    0.00      92/96          caml_fl_init_merge [186]
                0.00    0.00      19/19          realloc_gray_vals [196]
-----------------------------------------------
                0.01    0.23  273170/273170      camlOptim0__read_words_1030 [22]
[25]     1.1    0.01    0.23  273170         camlScanf__scan_format_1685 [25]
                0.03    0.18  546340/546340      camlScanf__scan_conversion_1708 [28]
                0.01    0.00  546340/546340      camlScanf__scan_limits_1707 [68]
                0.01    0.00  546340/546340      camlScanf__scan_skip_1706 [69]
                0.00    0.00  273170/273170      camlBuffer__reset_1064 [87]
                0.00    0.00  819510/819510      camlScanf__scan_fmt_1705 [126]
                0.00    0.00  273170/273170      camlScanf__scan_1702 [143]
                0.00    0.00  273170/1117508     caml_apply3 [123]
-----------------------------------------------
                0.00    0.22       1/1           main [27]
[26]     1.0    0.00    0.22       1         caml_main [26]
                0.15    0.00       1/1           caml_init_ieee_floats [34]
                0.00    0.06      14/44          caml_page_table_add [31]
                0.00    0.01       1/1           caml_init_gc [74]
                0.00    0.00       1/1           caml_init_custom_operations [264]
                0.00    0.00       1/1           caml_init_signals [266]
                0.00    0.00       1/1           caml_debugger_init [262]
                0.00    0.00       1/1           caml_executable_name [263]
                0.00    0.00       1/1           caml_sys_init [274]
-----------------------------------------------
                                                 <spontaneous>
[27]     1.0    0.00    0.22                 main [27]
                0.00    0.22       1/1           caml_main [26]
                0.00    0.00       1/1           caml_sys_exit [273]
-----------------------------------------------
                0.03    0.18  546340/546340      camlScanf__scan_format_1685 [25]
[28]     0.9    0.03    0.18  546340         camlScanf__scan_conversion_1708 [28]
                0.02    0.12  546340/546340      camlScanf__scan_chars_in_char_set_1596 [35]
                0.00    0.02  546340/1477567     caml_apply2 <cycle 1> [42]
                0.01    0.00  546340/819510      caml_curry3_1 [54]
                0.00    0.00  546340/546340      camlScanf__read_char_set_1479 [80]
                0.00    0.00  546340/1105093     camlString__sub_1046 [67]
                0.00    0.00  546340/546340      camlScanf__scan_fmt_stoppers_1709 [137]
-----------------------------------------------
                0.00    0.20      89/89          caml_major_collection_slice [16]
[29]     0.9    0.00    0.20      89         caml_compact_heap_maybe [29]
                0.01    0.19       3/3           caml_compact_heap [30]
                0.00    0.00       3/3           caml_finish_major_cycle [84]
                0.00    0.00     168/15165       caml_gc_message [162]
-----------------------------------------------
                0.01    0.19       3/3           caml_compact_heap_maybe [29]
[30]     0.9    0.01    0.19       3         caml_compact_heap [30]
                0.00    0.16      27/27          caml_shrink_heap [33]
                0.02    0.00 1202064/1202064     compact_allocate [53]
                0.01    0.00  632024/634712      invert_pointer_at [60]
                0.00    0.00       3/96          caml_do_roots [90]
                0.00    0.00      17/18          caml_make_free_blocks [111]
                0.00    0.00       6/15165       caml_gc_message [162]
                0.00    0.00       6/6           init_compact_allocate [204]
                0.00    0.00       3/3           caml_final_do_weak_roots [209]
                0.00    0.00       3/3           caml_fl_reset [210]
-----------------------------------------------
                0.00    0.00       1/44          caml_init_major_heap [81]
                0.00    0.00       1/44          caml_set_minor_heap_size [82]
                0.00    0.06      14/44          caml_main [26]
                0.00    0.12      28/44          caml_add_to_heap [37]
[31]     0.8    0.00    0.18      44         caml_page_table_add [31]
                0.18    0.00    7721/14417       caml_page_table_modify [20]
-----------------------------------------------
                0.00    0.16      27/27          caml_shrink_heap [33]
[32]     0.7    0.00    0.16      27         caml_page_table_remove [32]
                0.16    0.00    6696/14417       caml_page_table_modify [20]
-----------------------------------------------
                0.00    0.16      27/27          caml_compact_heap [30]
[33]     0.7    0.00    0.16      27         caml_shrink_heap [33]
                0.00    0.16      27/27          caml_page_table_remove [32]
                0.00    0.00      27/15165       caml_gc_message [162]
                0.00    0.00      27/27          caml_free_for_heap [195]
-----------------------------------------------
                0.15    0.00       1/1           caml_main [26]
[34]     0.7    0.15    0.00       1         caml_init_ieee_floats [34]
-----------------------------------------------
                0.02    0.12  546340/546340      camlScanf__scan_conversion_1708 [28]
[35]     0.6    0.02    0.12  546340         camlScanf__scan_chars_in_char_set_1596 [35]
                0.05    0.01 1092680/1092680     camlHashtbl__find_1093 [43]
                0.02    0.02  546340/546340      camlScanf__loop_1607 [47]
                0.00    0.01       2/2           camlScanf__make_pred_1534 [63]
                0.00    0.00       4/4           camlHashtbl__add_1074 [114]
                0.00    0.00  546340/546340      camlScanf__ignore_stoppers_1260 [136]
                0.00    0.00       2/2           camlScanf__make_setp_1541 [218]
                0.00    0.00       2/3           camlHashtbl__create_1051 [206]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.6    0.13    0.00                 caml_allocN [36]
-----------------------------------------------
                0.00    0.12      28/28          caml_alloc_shr [23]
[37]     0.5    0.00    0.12      28         caml_add_to_heap [37]
                0.00    0.12      28/44          caml_page_table_add [31]
                0.00    0.00      28/15165       caml_gc_message [162]
-----------------------------------------------
                0.08    0.03 13832291/13832291     caml_alloc_shr [23]
[38]     0.5    0.08    0.03 13832291         caml_fl_allocate [38]
                0.03    0.00 13832263/13832263     allocate_block [51]
-----------------------------------------------
                0.00    0.00      18/13776481     caml_make_free_blocks [111]
                0.09    0.00 13776463/13776481     sweep_slice [21]
[39]     0.4    0.09    0.00 13776481         caml_fl_merge_block [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.3    0.07    0.00                 compare_stack_overflow [40]
-----------------------------------------------
[41]     0.3    0.00    0.07 1477567+546340  <cycle 1 as a whole> [41]
                0.00    0.07 1750737             caml_apply2 <cycle 1> [42]
                0.00    0.00  273170             camlScanf__kscanf_1788 <cycle 1> [142]
-----------------------------------------------
                              273170             camlScanf__kscanf_1788 <cycle 1> [142]
                0.00    0.00       1/1477567     camlPrintf__mkprintf_1345 [117]
                0.00    0.00   24826/1477567     camlPrintf__cont_s_1361 [62]
                0.00    0.00   37239/1477567     camlPrintf__doprn_1360 [85]
                0.00    0.00   49652/1477567     camlList__iter_1074 [58]
                0.00    0.01  273169/1477567     camlList__fold_left_1078 [7]
                0.00    0.02  546340/1477567     camlOptim0__read_words_1030 [22]
                0.00    0.02  546340/1477567     camlScanf__scan_conversion_1708 [28]
[42]     0.3    0.00    0.07 1750737         caml_apply2 <cycle 1> [42]
                0.01    0.03  273170/273170      camlScanf__ascanf_1662 [46]
                0.00    0.02  546340/546340      camlScanf__stack_1697 [55]
                0.01    0.00  273170/273170      caml_curry5 [77]
                0.00    0.00  819510/819516      caml_curry3 [125]
                0.00    0.00  273170/819510      caml_curry3_2 [127]
                0.00    0.00   12413/12413       caml_curry4_2 [169]
                0.00    0.00       1/1           caml_curry4 [253]
                              273170             camlScanf__kscanf_1788 <cycle 1> [142]
-----------------------------------------------
                0.05    0.01 1092680/1092680     camlScanf__scan_chars_in_char_set_1596 [35]
[43]     0.3    0.05    0.01 1092680         camlHashtbl__find_1093 [43]
                0.01    0.00 1092680/1092684     caml_hash_univ_param [59]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.2    0.05    0.00                 camlList__mem_assq_1184 [44]
-----------------------------------------------
                0.02    0.00  273170/546340      camlOptim0__read_words_1030 [22]
                0.02    0.00  273170/546340      camlScanf__stack_1697 [55]
[45]     0.2    0.04    0.00  546340         camlScanf__delay_1694 [45]
-----------------------------------------------
                0.01    0.03  273170/273170      caml_apply2 <cycle 1> [42]
[46]     0.2    0.01    0.03  273170         camlScanf__ascanf_1662 [46]
                0.00    0.03  273170/273171      camlPrintf__ac_of_format_1184 [48]
-----------------------------------------------
                0.02    0.02  546340/546340      camlScanf__scan_chars_in_char_set_1596 [35]
[47]     0.2    0.02    0.02  546340         camlScanf__loop_1607 [47]
                0.01    0.00 2269885/2269885     camlScanf__fun_2530 [65]
                0.01    0.00 1723547/1748373     camlBuffer__add_char_1072 [73]
                0.00    0.00 1723549/1723549     camlScanf__next_1158 [122]
                0.00    0.00       1/1           camlScanf__scan_raise_at_end_1147 [246]
-----------------------------------------------
                0.00    0.00       1/273171      camlPrintf__kapr_1209 [112]
                0.00    0.03  273170/273171      camlScanf__ascanf_1662 [46]
[48]     0.1    0.00    0.03  273171         camlPrintf__ac_of_format_1184 [48]
                0.00    0.03  273171/273171      camlPrintf__iter_on_format_args_1137 [49]
-----------------------------------------------
                0.00    0.03  273171/273171      camlPrintf__ac_of_format_1184 [48]
[49]     0.1    0.00    0.03  273171         camlPrintf__iter_on_format_args_1137 [49]
                0.03    0.00  273171/273171      camlPrintf__scan_fmt_1144 [50]
-----------------------------------------------
                0.03    0.00  273171/273171      camlPrintf__iter_on_format_args_1137 [49]
[50]     0.1    0.03    0.00  273171         camlPrintf__scan_fmt_1144 [50]
                0.00    0.00  546342/546342      camlPrintf__add_conv_1191 [130]
                0.00    0.00  546342/1117508     caml_apply3 [123]
                0.00    0.00  546342/546342      camlPrintf__scan_conv_1143 [132]
                0.00    0.00  546342/546342      camlPrintf__scan_flags_1142 [133]
-----------------------------------------------
                0.03    0.00 13832263/13832263     caml_fl_allocate [38]
[51]     0.1    0.03    0.00 13832263         allocate_block [51]
-----------------------------------------------
                0.02    0.00    1593/1593        caml_empty_minor_heap [17]
[52]     0.1    0.02    0.00    1593         caml_oldify_local_roots [52]
                0.00    0.00  122779/13963151     caml_oldify_one [19]
                0.00    0.00    1593/1593        caml_scan_global_young_roots [103]
                0.00    0.00    1593/1593        caml_final_do_young_roots [178]
                0.00    0.00       1/1           caml_init_frame_descriptors [265]
-----------------------------------------------
                0.02    0.00 1202064/1202064     caml_compact_heap [30]
[53]     0.1    0.02    0.00 1202064         compact_allocate [53]
-----------------------------------------------
                0.01    0.00  273170/819510      camlOptim0__read_words_1030 [22]
                0.01    0.00  546340/819510      camlScanf__scan_conversion_1708 [28]
[54]     0.1    0.02    0.00  819510         caml_curry3_1 [54]
-----------------------------------------------
                0.00    0.02  546340/546340      caml_apply2 <cycle 1> [42]
[55]     0.1    0.00    0.02  546340         camlScanf__stack_1697 [55]
                0.02    0.00  273170/546340      camlScanf__delay_1694 [45]
                0.00    0.00  273170/273173      caml_curry2 [138]
                0.00    0.00  273170/819510      caml_curry3_2 [127]
                0.00    0.00  273170/273170      camlScanf__fun_3425 [141]
-----------------------------------------------
                0.01    0.01  273169/273169      camlList__rmap_f_1070 [57]
[56]     0.1    0.01    0.01  273169         camlString__map_1090 [56]
                0.01    0.00 1215523/1215523     camlChar__lowercase_1043 [66]
-----------------------------------------------
                0.00    0.02       1/1           camlOptim0__entry [4]
[57]     0.1    0.00    0.02       1         camlList__rmap_f_1070 [57]
                0.01    0.01  273169/273169      camlString__map_1090 [56]
                0.00    0.00  273169/273169      camlString__lowercase_1098 [150]
-----------------------------------------------
                0.00    0.01       1/3           camlOptim0__entry [4]
                0.00    0.01       2/3           camlScanf__make_pred_1534 [63]
[58]     0.1    0.00    0.02       3         camlList__iter_1074 [58]
                0.00    0.01   24826/24826       camlPrintf__cont_s_1361 [62]
                0.00    0.00   49652/1477567     caml_apply2 <cycle 1> [42]
                0.00    0.00   37239/37239       camlPrintf__doprn_1360 [85]
                0.00    0.00   24826/24826       camlPrintf__scan_conv_1293 [94]
                0.00    0.00   12413/12413       camlPrintf__fun_1575 [97]
                0.00    0.00   24826/1117508     caml_apply3 [123]
                0.00    0.00   24826/24826       camlPrintf__scan_flags_1292 [157]
                0.00    0.00   24826/24826       camlPrintf__got_spec_1297 [156]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_spec_1252 [160]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_1291 [159]
                0.00    0.00   24826/24826       camlPrintf__scan_format_1278 [158]
                0.00    0.00   12413/12413       camlPrintf__fun_1689 [166]
                0.00    0.00   12413/12413       camlPrintf__pr_1354 [167]
                0.00    0.00   12413/12413       caml_curry4_3 [170]
                0.00    0.00   12413/12413       camlOptim0__fun_1074 [165]
                0.00    0.00   12413/12413       caml_tuplify2 [171]
-----------------------------------------------
                0.00    0.00       4/1092684     camlHashtbl__add_1074 [114]
                0.01    0.00 1092680/1092684     camlHashtbl__find_1093 [43]
[59]     0.1    0.01    0.00 1092684         caml_hash_univ_param [59]
                0.00    0.00 1092684/1092684     hash_aux [79]
-----------------------------------------------
                0.00    0.00    2688/634712      invert_root [101]
                0.01    0.00  632024/634712      caml_compact_heap [30]
[60]     0.1    0.01    0.00  634712         invert_pointer_at [60]
                0.00    0.00  606992/633527269     caml_page_table_lookup [10]
-----------------------------------------------
                0.01    0.00  273170/273170      camlOptim0__read_words_1030 [22]
[61]     0.1    0.01    0.00  273170         camlOptim0__fun_1064 [61]
                0.00    0.00  273170/571172      caml_modify [83]
                0.00    0.00  273170/273170      caml_string_notequal [149]
-----------------------------------------------
                0.00    0.01   24826/24826       camlList__iter_1074 [58]
[62]     0.0    0.00    0.01   24826         camlPrintf__cont_s_1361 [62]
                0.01    0.00   24826/24826       camlPervasives__output_string_1191 [70]
                0.00    0.00   24826/1477567     caml_apply2 <cycle 1> [42]
-----------------------------------------------
                0.00    0.01       2/2           camlScanf__scan_chars_in_char_set_1596 [35]
[63]     0.0    0.00    0.01       2         camlScanf__make_pred_1534 [63]
                0.00    0.01       2/3           camlList__iter_1074 [58]
                0.00    0.00       2/2           camlScanf__make_char_bit_vect_1520 [217]
-----------------------------------------------
                0.01    0.00  273170/273170      camlOptim0__read_words_1030 [22]
[64]     0.0    0.01    0.00  273170         camlScanf__fun_1926 [64]
                0.00    0.00       1/571172      caml_modify [83]
                0.00    0.00  273170/273170      camlList__assq_1174 [139]
                0.00    0.00       1/2           camlScanf__from_ic_1149 [215]
-----------------------------------------------
                0.01    0.00 2269885/2269885     camlScanf__loop_1607 [47]
[65]     0.0    0.01    0.00 2269885         camlScanf__fun_2530 [65]
-----------------------------------------------
                0.01    0.00 1215523/1215523     camlString__map_1090 [56]
[66]     0.0    0.01    0.00 1215523         camlChar__lowercase_1043 [66]
-----------------------------------------------
                0.00    0.00   12413/1105093     camlPrintf__extract_format_int_1103 [95]
                0.00    0.00  546340/1105093     camlScanf__scan_conversion_1708 [28]
                0.00    0.00  546340/1105093     camlScanf__read_char_set_1479 [80]
[67]     0.0    0.01    0.00 1105093         camlString__sub_1046 [67]
                0.00    0.00 1105093/1105093     caml_blit_string [124]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__scan_format_1685 [25]
[68]     0.0    0.01    0.00  546340         camlScanf__scan_limits_1707 [68]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__scan_format_1685 [25]
[69]     0.0    0.01    0.00  546340         camlScanf__scan_skip_1706 [69]
-----------------------------------------------
                0.01    0.00   24826/24826       camlPrintf__cont_s_1361 [62]
[70]     0.0    0.01    0.00   24826         camlPervasives__output_string_1191 [70]
-----------------------------------------------
                                                 <spontaneous>
[71]     0.0    0.01    0.00                 caml_ext_table_free [71]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.0    0.01    0.00                 truncate_flp [72]
-----------------------------------------------
                0.00    0.00   12413/1748373     camlPrintf__fill_format_1096 [99]
                0.00    0.00   12413/1748373     camlPrintf__extract_format_1085 [96]
                0.01    0.00 1723547/1748373     camlScanf__loop_1607 [47]
[73]     0.0    0.01    0.00 1748373         camlBuffer__add_char_1072 [73]
-----------------------------------------------
                0.00    0.01       1/1           caml_main [26]
[74]     0.0    0.00    0.01       1         caml_init_gc [74]
                0.00    0.00       1/1           caml_init_major_heap [81]
                0.00    0.00       1/1           caml_set_minor_heap_size [82]
                0.00    0.00       6/15165       caml_gc_message [162]
                0.00    0.00       2/2           norm_heapincr [223]
                0.00    0.00       1/1           caml_page_table_initialize [269]
                0.00    0.00       1/1           norm_minsize [276]
                0.00    0.00       1/1           norm_pfree [277]
                0.00    0.00       1/1           norm_pmax [278]
-----------------------------------------------
                0.00    0.00   12416/1403097     caml_copy_string [100]
                0.00    0.01 1390681/1403097     caml_create_string [76]
[75]     0.0    0.00    0.01 1403097         caml_alloc_string [75]
                0.00    0.01       7/1593        caml_minor_collection [13]
-----------------------------------------------
                0.00    0.01 1390681/1390681     caml_c_call [1]
[76]     0.0    0.00    0.01 1390681         caml_create_string [76]
                0.00    0.01 1390681/1403097     caml_alloc_string [75]
-----------------------------------------------
                0.01    0.00  273170/273170      caml_apply2 <cycle 1> [42]
[77]     0.0    0.01    0.00  273170         caml_curry5 [77]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.01    0.00                 caml_curry6_5 [78]
-----------------------------------------------
                              546344             hash_aux [79]
                0.00    0.00 1092684/1092684     caml_hash_univ_param [59]
[79]     0.0    0.00    0.00 1092684+546344  hash_aux [79]
                0.00    0.00 1092688/633527269     caml_page_table_lookup [10]
                0.00    0.00  546344/612779467     caml_string_length [12]
                              546344             hash_aux [79]
-----------------------------------------------
                0.00    0.00  546340/546340      camlScanf__scan_conversion_1708 [28]
[80]     0.0    0.00    0.00  546340         camlScanf__read_char_set_1479 [80]
                0.00    0.00  546340/1105093     camlString__sub_1046 [67]
                0.00    0.00  546340/546340      camlScanf__find_in_set_1483 [134]
                0.00    0.00  546340/546340      camlScanf__find_set_1484 [135]
                0.00    0.00  546340/571167      camlPrintf__index_of_int_1037 [128]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [74]
[81]     0.0    0.00    0.00       1         caml_init_major_heap [81]
                0.00    0.00       1/44          caml_page_table_add [31]
                0.00    0.00       1/18          caml_make_free_blocks [111]
                0.00    0.00       1/29          clip_heap_chunk_size [191]
                0.00    0.00       1/29          caml_alloc_for_heap [190]
                0.00    0.00       1/96          caml_fl_init_merge [186]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [74]
[82]     0.0    0.00    0.00       1         caml_set_minor_heap_size [82]
                0.00    0.00       1/44          caml_page_table_add [31]
                0.00    0.00       2/2           reset_table [224]
                0.00    0.00       1/30          caml_aligned_malloc [189]
-----------------------------------------------
                0.00    0.00       1/571172      camlScanf__fun_1926 [64]
                0.00    0.00       1/571172      caml_alloc_array [119]
                0.00    0.00       4/571172      camlHashtbl__add_1074 [114]
                0.00    0.00   24826/571172      camlPrintf__fun_1575 [97]
                0.00    0.00  273170/571172      camlOptim0__fun_1064 [61]
                0.00    0.00  273170/571172      camlBuffer__reset_1064 [87]
[83]     0.0    0.00    0.00  571172         caml_modify [83]
                0.00    0.00  571172/633527269     caml_page_table_lookup [10]
                0.00    0.00  256971/443460      caml_darken [86]
                0.00    0.00       1/1           caml_realloc_ref_table [270]
-----------------------------------------------
                0.00    0.00       3/3           caml_compact_heap_maybe [29]
[84]     0.0    0.00    0.00       3         caml_finish_major_cycle [84]
                0.00    0.00       3/484         mark_slice [24]
                0.00    0.00       3/1115        sweep_slice [21]
                0.00    0.00       3/93          start_cycle [92]
-----------------------------------------------
                0.00    0.00   37239/37239       camlList__iter_1074 [58]
[85]     0.0    0.00    0.00   37239         camlPrintf__doprn_1360 [85]
                0.00    0.00   37239/1477567     caml_apply2 <cycle 1> [42]
                0.00    0.00   37239/37239       camlPervasives__fun_1422 [151]
-----------------------------------------------
                0.00    0.00      93/443460      caml_iterate_global_roots [102]
                0.00    0.00   35898/443460      caml_do_roots [90]
                0.00    0.00  150498/443460      caml_do_local_roots [93]
                0.00    0.00  256971/443460      caml_modify [83]
[86]     0.0    0.00    0.00  443460         caml_darken [86]
                0.00    0.00  440858/633527269     caml_page_table_lookup [10]
-----------------------------------------------
                0.00    0.00  273170/273170      camlScanf__scan_format_1685 [25]
[87]     0.0    0.00    0.00  273170         camlBuffer__reset_1064 [87]
                0.00    0.00  273170/571172      caml_modify [83]
-----------------------------------------------
                0.00    0.00       1/12420       caml_sys_get_argv [113]
                0.00    0.00       1/12420       caml_sys_get_config [115]
                0.00    0.00       2/12420       caml_ml_out_channels_list [106]
                0.00    0.00   12416/12420       caml_make_vect [89]
[88]     0.0    0.00    0.00   12420         caml_alloc_small [88]
                0.00    0.00       1/1593        caml_minor_collection [13]
-----------------------------------------------
                0.00    0.00   12416/12416       caml_c_call [1]
[89]     0.0    0.00    0.00   12416         caml_make_vect [89]
                0.00    0.00   12416/12420       caml_alloc_small [88]
-----------------------------------------------
                0.00    0.00       3/96          caml_compact_heap [30]
                0.00    0.00      93/96          caml_darken_all_roots [91]
[90]     0.0    0.00    0.00      96         caml_do_roots [90]
                0.00    0.00      96/96          caml_do_local_roots [93]
                0.00    0.00   35898/443460      caml_darken [86]
                0.00    0.00    1158/2688        invert_root [101]
                0.00    0.00      96/96          caml_scan_global_roots [105]
                0.00    0.00      96/96          caml_final_do_strong_roots [185]
-----------------------------------------------
                0.00    0.00      93/93          start_cycle [92]
[91]     0.0    0.00    0.00      93         caml_darken_all_roots [91]
                0.00    0.00      93/96          caml_do_roots [90]
-----------------------------------------------
                0.00    0.00       3/93          caml_finish_major_cycle [84]
                0.00    0.00      90/93          caml_major_collection_slice [16]
[92]     0.0    0.00    0.00      93         start_cycle [92]
                0.00    0.00      93/93          caml_darken_all_roots [91]
                0.00    0.00      93/15165       caml_gc_message [162]
-----------------------------------------------
                0.00    0.00      96/96          caml_do_roots [90]
[93]     0.0    0.00    0.00      96         caml_do_local_roots [93]
                0.00    0.00  150498/443460      caml_darken [86]
                0.00    0.00    1527/2688        invert_root [101]
-----------------------------------------------
                0.00    0.00   24826/24826       camlList__iter_1074 [58]
[94]     0.0    0.00    0.00   24826         camlPrintf__scan_conv_1293 [94]
                0.00    0.00   12413/12413       camlPrintf__extract_format_int_1103 [95]
                0.00    0.00   24826/24826       camlPrintf__get_arg_1288 [155]
                0.00    0.00   24826/571167      camlPrintf__index_of_int_1037 [128]
                0.00    0.00   24826/24826       camlPrintf__add_int_index_1040 [154]
                0.00    0.00   24826/571166      caml_curry2_1 [129]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__scan_conv_1293 [94]
[95]     0.0    0.00    0.00   12413         camlPrintf__extract_format_int_1103 [95]
                0.00    0.00   12413/12413       camlPrintf__extract_format_1085 [96]
                0.00    0.00   12413/1105093     camlString__sub_1046 [67]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__extract_format_int_1103 [95]
[96]     0.0    0.00    0.00   12413         camlPrintf__extract_format_1085 [96]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [73]
                0.00    0.00   12413/12413       camlPrintf__fill_format_1096 [99]
                0.00    0.00   12413/12413       camlPrintf__skip_positional_spec_1090 [168]
                0.00    0.00   12413/12415       camlBuffer__create_1039 [163]
                0.00    0.00   12413/12414       camlList__rev_append_1051 [164]
-----------------------------------------------
                0.00    0.00   12413/12413       camlList__iter_1074 [58]
[97]     0.0    0.00    0.00   12413         camlPrintf__fun_1575 [97]
                0.00    0.00   24826/571172      caml_modify [83]
-----------------------------------------------
                0.00    0.00   12413/12413       caml_c_call [1]
[98]     0.0    0.00    0.00   12413         caml_format_int [98]
                0.00    0.00   12413/12416       caml_copy_string [100]
                0.00    0.00   12413/12413       parse_format [104]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__extract_format_1085 [96]
[99]     0.0    0.00    0.00   12413         camlPrintf__fill_format_1096 [99]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [73]
-----------------------------------------------
                0.00    0.00       1/12416       caml_alloc_array [119]
                0.00    0.00       1/12416       caml_sys_get_argv [113]
                0.00    0.00       1/12416       caml_sys_get_config [115]
                0.00    0.00   12413/12416       caml_format_int [98]
[100]    0.0    0.00    0.00   12416         caml_copy_string [100]
                0.00    0.00   12416/1403097     caml_alloc_string [75]
-----------------------------------------------
                0.00    0.00       3/2688        caml_iterate_global_roots [102]
                0.00    0.00    1158/2688        caml_do_roots [90]
                0.00    0.00    1527/2688        caml_do_local_roots [93]
[101]    0.0    0.00    0.00    2688         invert_root [101]
                0.00    0.00    2688/634712      invert_pointer_at [60]
-----------------------------------------------
                0.00    0.00     288/3474        caml_scan_global_roots [105]
                0.00    0.00    3186/3474        caml_scan_global_young_roots [103]
[102]    0.0    0.00    0.00    3474         caml_iterate_global_roots [102]
                0.00    0.00    1593/13963151     caml_oldify_one [19]
                0.00    0.00      93/443460      caml_darken [86]
                0.00    0.00       3/2688        invert_root [101]
-----------------------------------------------
                0.00    0.00    1593/1593        caml_oldify_local_roots [52]
[103]    0.0    0.00    0.00    1593         caml_scan_global_young_roots [103]
                0.00    0.00    3186/3474        caml_iterate_global_roots [102]
-----------------------------------------------
                0.00    0.00   12413/12413       caml_format_int [98]
[104]    0.0    0.00    0.00   12413         parse_format [104]
                0.00    0.00   12413/612779467     caml_string_length [12]
-----------------------------------------------
                0.00    0.00      96/96          caml_do_roots [90]
[105]    0.0    0.00    0.00      96         caml_scan_global_roots [105]
                0.00    0.00     288/3474        caml_iterate_global_roots [102]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [1]
[106]    0.0    0.00    0.00       1         caml_ml_out_channels_list [106]
                0.00    0.00       2/12420       caml_alloc_small [88]
                0.00    0.00       2/7           caml_alloc_channel [107]
-----------------------------------------------
                0.00    0.00       2/7           caml_ml_open_descriptor_in [118]
                0.00    0.00       2/7           caml_ml_out_channels_list [106]
                0.00    0.00       3/7           caml_ml_open_descriptor_out [116]
[107]    0.0    0.00    0.00       7         caml_alloc_channel [107]
                0.00    0.00       7/7           caml_alloc_custom [108]
-----------------------------------------------
                0.00    0.00       7/7           caml_alloc_channel [107]
[108]    0.0    0.00    0.00       7         caml_alloc_custom [108]
                0.00    0.00       7/13832263     caml_alloc_shr [23]
                0.00    0.00       7/7           caml_check_urgent_gc [201]
