Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[15]    12.0    0.00    0.12     686         caml_empty_minor_heap [15]
                0.03    0.09     343/343         caml_oldify_mopup [16]
                0.00    0.00     343/343         caml_oldify_local_roots [92]
                0.00    0.00     267/2855690     caml_oldify_one [23]
                0.00    0.00     686/3352        caml_gc_message [172]
                0.00    0.00     686/686         clear_table [177]
                0.00    0.00     686/686         caml_final_empty_young [176]
-----------------------------------------------
                0.03    0.09     343/343         caml_empty_minor_heap [15]
[16]    12.0    0.03    0.09     343         caml_oldify_mopup [16]
                0.03    0.06 2853750/2855690     caml_oldify_one [23]
-----------------------------------------------
                              174762             camlList__sort_1271 <cycle 2> [18]
[17]    12.0    0.00    0.12  174762         camlList__rev_sort_1272 <cycle 2> [17]
                0.01    0.09   87380/87381       camlList__rev_merge_rev_1261 [20]
                0.01    0.00   87380/143486      camlList__rev_append_1051 [50]
                0.00    0.00  149860/4580837     camlString__compare_1145 [14]
                0.00    0.00  149860/6058413     caml_apply2 <cycle 1> [29]
                0.00    0.00   43690/131071      camlList__chop_1243 [149]
                               87380             camlList__sort_1271 <cycle 2> [18]
-----------------------------------------------
                               87380             camlList__rev_sort_1272 <cycle 2> [17]
                0.00    0.23       1/1           camlOptim2__histogram_1042 [8]
[18]    10.9    0.00    0.11   87381         camlList__sort_1271 <cycle 2> [18]
                0.02    0.08   43690/43690       camlList__rev_merge_1251 [19]
                0.01    0.00   43690/143486      camlList__rev_append_1051 [50]
                0.00    0.00   87381/131071      camlList__chop_1243 [149]
                              174762             camlList__rev_sort_1272 <cycle 2> [17]
-----------------------------------------------
                0.02    0.08   43690/43690       camlList__sort_1271 <cycle 2> [18]
[19]    10.3    0.02    0.08   43690         camlList__rev_merge_1251 [19]
                0.02    0.04 2105285/4580837     camlString__compare_1145 [14]
                0.01    0.02 2105285/6058413     caml_apply2 <cycle 1> [29]
-----------------------------------------------
                0.00    0.00       1/87381       camlOptim2__histogram_1042 [8]
                0.01    0.09   87380/87381       camlList__rev_sort_1272 <cycle 2> [17]
[20]    10.2    0.01    0.09   87381         camlList__rev_merge_rev_1261 [20]
                0.02    0.04 2325692/4580837     camlString__compare_1145 [14]
                0.01    0.02 2325692/6058413     caml_apply2 <cycle 1> [29]
-----------------------------------------------
                0.03    0.07  546340/546340      camlScanf__scan_conversion_1708 [12]
[21]     9.8    0.03    0.07  546340         camlScanf__scan_chars_in_char_set_1596 [21]
                0.01    0.03 1092680/1092680     camlHashtbl__find_1093 [39]
                0.01    0.01  546340/546340      camlScanf__loop_1607 [49]
                0.00    0.01       2/2           camlScanf__make_pred_1534 [76]
                0.00    0.00       4/4           camlHashtbl__add_1074 [106]
                0.00    0.00  546340/546340      camlScanf__ignore_stoppers_1260 [135]
                0.00    0.00       2/2           camlScanf__make_setp_1541 [220]
                0.00    0.00       2/3           camlHashtbl__create_1051 [210]
-----------------------------------------------
                0.00    0.00       1/182         caml_finish_major_cycle [82]
                0.08    0.01     181/182         caml_major_collection_slice [7]
[22]     9.0    0.08    0.01     182         sweep_slice [22]
                0.01    0.00 1912963/1912979     caml_fl_merge_block [62]
                0.00    0.00     182/3352        caml_gc_message [172]
-----------------------------------------------
                                 165             caml_oldify_one [23]
                0.00    0.00     267/2855690     caml_empty_minor_heap [15]
                0.00    0.00     343/2855690     caml_iterate_global_roots [96]
                0.00    0.00    1330/2855690     caml_oldify_local_roots [92]
                0.03    0.06 2853750/2855690     caml_oldify_mopup [16]
[23]     9.0    0.03    0.06 2855690+165     caml_oldify_one [23]
                0.04    0.02 2853919/2853926     caml_alloc_shr [28]
                                 165             caml_oldify_one [23]
-----------------------------------------------
                0.02    0.07 4580837/4580837     camlString__compare_1145 [14]
[24]     8.8    0.02    0.07 4580837         caml_string_compare [24]
                0.07    0.00 9161674/10813110     caml_string_length [26]
-----------------------------------------------
                                                 <spontaneous>
[25]     8.3    0.00    0.08                 caml_c_call [25]
                0.00    0.04 1092676/1092676     caml_compare [35]
                0.00    0.04 1390683/1390683     caml_create_string [41]
                0.00    0.00   12417/12417       caml_make_vect [85]
                0.00    0.00   12414/12414       caml_format_int [87]
                0.00    0.00       1/1           caml_ml_out_channels_list [101]
                0.00    0.00       1/1           caml_sys_get_argv [102]
                0.00    0.00       1/1           caml_sys_get_config [107]
                0.00    0.00       3/3           caml_lessequal [109]
                0.00    0.00       3/3           caml_greaterequal [108]
                0.00    0.00       3/3           caml_ml_open_descriptor_out [111]
                0.00    0.00       2/2           caml_ml_open_descriptor_in [112]
                0.00    0.00       2/2           caml_sys_open [115]
                0.00    0.00   37242/37242       caml_ml_output_char [151]
                0.00    0.00   24828/24828       caml_ml_output [161]
                0.00    0.00    1685/1685        caml_ml_input [174]
                0.00    0.00       6/6           caml_int64_float_of_bits [208]
                0.00    0.00       3/3           caml_ml_flush [214]
                0.00    0.00       1/1           caml_ml_close_channel [274]
                0.00    0.00       1/1           caml_register_named_value [278]
-----------------------------------------------
                0.00    0.00       2/10813110     caml_sys_open [115]
                0.00    0.00   12414/10813110     parse_format [91]
                0.00    0.00  546344/10813110     hash_aux [51]
                0.01    0.00 1092676/10813110     compare_val [34]
                0.07    0.00 9161674/10813110     caml_string_compare [24]
[26]     8.0    0.08    0.00 10813110         caml_string_length [26]
-----------------------------------------------
[27]     7.0    0.02    0.05 6058413+546340  <cycle 1 as a whole> [27]
                0.01    0.05 6331583             caml_apply2 <cycle 1> [29]
                0.01    0.00  273170             camlScanf__kscanf_1788 <cycle 1> [67]
-----------------------------------------------
                0.00    0.00       7/2853926     caml_alloc_custom [104]
                0.04    0.02 2853919/2853926     caml_oldify_one [23]
[28]     6.0    0.04    0.02 2853926         caml_alloc_shr [28]
                0.01    0.01 2853956/2853956     caml_fl_allocate [45]
                0.00    0.00      30/30          caml_round_heap_chunk_size [193]
                0.00    0.00      30/31          caml_alloc_for_heap [189]
                0.00    0.00      30/30          caml_add_to_heap [191]
                0.00    0.00      30/30          caml_fl_add_blocks [192]
-----------------------------------------------
                              273170             camlScanf__kscanf_1788 <cycle 1> [67]
                0.00    0.00       1/6058413     camlPrintf__mkprintf_1345 [116]
                0.00    0.00   24828/6058413     camlPrintf__cont_s_1361 [89]
                0.00    0.00   37242/6058413     camlPrintf__doprn_1360 [86]
                0.00    0.00   49656/6058413     camlList__iter_1074 [56]
                0.00    0.00  149860/6058413     camlList__rev_sort_1272 <cycle 2> [17]
                0.00    0.00  273169/6058413     camlList__fold_left_1078 [52]
                0.00    0.00  546340/6058413     camlOptim2__read_words_1030 [10]
                0.00    0.00  546340/6058413     camlScanf__scan_conversion_1708 [12]
                0.01    0.02 2105285/6058413     camlList__rev_merge_1251 [19]
                0.01    0.02 2325692/6058413     camlList__rev_merge_rev_1261 [20]
[29]     6.0    0.01    0.05 6331583         caml_apply2 <cycle 1> [29]
                0.01    0.04  273170/273170      camlScanf__ascanf_1662 [33]
                0.00    0.00  819510/819516      caml_curry3 [125]
                0.00    0.00  546340/546340      camlScanf__stack_1697 [138]
                0.00    0.00  273170/273170      caml_curry5 [143]
                0.00    0.00  273170/819510      caml_curry3_2 [126]
                0.00    0.00   12414/12414       caml_curry4_2 [168]
                0.00    0.00       1/1           caml_curry4 [257]
                              273170             camlScanf__kscanf_1788 <cycle 1> [67]
-----------------------------------------------
                0.00    0.05      17/17          caml_major_collection_slice [7]
[30]     5.4    0.00    0.05      17         caml_compact_heap_maybe [30]
                0.01    0.04       1/1           caml_compact_heap [31]
                0.00    0.00       1/1           caml_finish_major_cycle [82]
                0.00    0.00      24/3352        caml_gc_message [172]
-----------------------------------------------
                0.01    0.04       1/1           caml_compact_heap_maybe [30]
[31]     5.3    0.01    0.04       1         caml_compact_heap [31]
                0.02    0.00 1092928/1092928     compact_allocate [47]
                0.01    0.00  546738/547142      invert_pointer_at [57]
                0.01    0.00       2/2           init_compact_allocate [70]
                0.00    0.00       1/20          caml_do_roots [93]
                0.00    0.00      15/16          caml_make_free_blocks [110]
                0.00    0.00       8/8           caml_shrink_heap [203]
                0.00    0.00       2/3352        caml_gc_message [172]
                0.00    0.00       1/1           caml_final_do_weak_roots [268]
                0.00    0.00       1/1           caml_fl_reset [269]
-----------------------------------------------
                0.00    0.00  263986/10654925     caml_darken [83]
                0.00    0.00  546993/10654925     invert_pointer_at [57]
                0.00    0.00  571174/10654925     caml_modify [78]
                0.01    0.00 1092688/10654925     hash_aux [51]
                0.01    0.00 2185352/10654925     compare_val [34]
                0.03    0.00 5994732/10654925     mark_slice [13]
[32]     5.0    0.05    0.00 10654925         caml_page_table_lookup [32]
-----------------------------------------------
                0.01    0.04  273170/273170      caml_apply2 <cycle 1> [29]
[33]     5.0    0.01    0.04  273170         camlScanf__ascanf_1662 [33]
                0.00    0.04  273170/273171      camlPrintf__ac_of_format_1184 [36]
-----------------------------------------------
                0.00    0.00       3/1092682     caml_lessequal [109]
                0.00    0.00       3/1092682     caml_greaterequal [108]
                0.03    0.02 1092676/1092682     caml_compare [35]
[34]     4.3    0.03    0.02 1092682         compare_val [34]
                0.01    0.00 2185352/10654925     caml_page_table_lookup [32]
                0.01    0.00 1092676/10813110     caml_string_length [26]
-----------------------------------------------
                0.00    0.04 1092676/1092676     caml_c_call [25]
[35]     4.3    0.00    0.04 1092676         caml_compare [35]
                0.03    0.02 1092676/1092682     compare_val [34]
-----------------------------------------------
                0.00    0.00       1/273171      camlPrintf__kapr_1209 [105]
                0.00    0.04  273170/273171      camlScanf__ascanf_1662 [33]
[36]     4.0    0.00    0.04  273171         camlPrintf__ac_of_format_1184 [36]
                0.00    0.04  273171/273171      camlPrintf__iter_on_format_args_1137 [37]
-----------------------------------------------
                0.00    0.04  273171/273171      camlPrintf__ac_of_format_1184 [36]
[37]     4.0    0.00    0.04  273171         camlPrintf__iter_on_format_args_1137 [37]
                0.02    0.02  273171/273171      camlPrintf__scan_fmt_1144 [38]
-----------------------------------------------
                0.02    0.02  273171/273171      camlPrintf__iter_on_format_args_1137 [37]
[38]     4.0    0.02    0.02  273171         camlPrintf__scan_fmt_1144 [38]
                0.02    0.00  546342/546342      camlPrintf__scan_conv_1143 [48]
                0.00    0.00  546342/546342      camlPrintf__add_conv_1191 [129]
                0.00    0.00  546342/1117510     caml_apply3 [123]
                0.00    0.00  546342/546342      camlPrintf__scan_flags_1142 [131]
-----------------------------------------------
                0.01    0.03 1092680/1092680     camlScanf__scan_chars_in_char_set_1596 [21]
[39]     3.9    0.01    0.03 1092680         camlHashtbl__find_1093 [39]
                0.01    0.02 1092680/1092684     caml_hash_univ_param [44]
-----------------------------------------------
                0.00    0.00   12417/1403100     caml_copy_string [88]
                0.03    0.01 1390683/1403100     caml_create_string [41]
[40]     3.8    0.03    0.01 1403100         caml_alloc_string [40]
                0.00    0.01       7/343         caml_minor_collection [4]
-----------------------------------------------
                0.00    0.04 1390683/1390683     caml_c_call [25]
[41]     3.8    0.00    0.04 1390683         caml_create_string [41]
                0.03    0.01 1390683/1403100     caml_alloc_string [40]
-----------------------------------------------
                0.02    0.00  273169/546339      camlOptim2__fun_1077 [55]
                0.02    0.00  273170/546339      caml_string_notequal [54]
[42]     3.0    0.03    0.00  546339         caml_string_equal [42]
-----------------------------------------------
                0.02    0.01  546340/546340      camlScanf__scan_conversion_1708 [12]
[43]     3.0    0.02    0.01  546340         camlScanf__read_char_set_1479 [43]
                0.01    0.00  546340/1105094     camlString__sub_1046 [46]
                0.00    0.00  546340/546340      camlScanf__find_in_set_1483 [133]
                0.00    0.00  546340/546340      camlScanf__find_set_1484 [134]
                0.00    0.00  546340/571169      camlPrintf__index_of_int_1037 [127]
-----------------------------------------------
                0.00    0.00       4/1092684     camlHashtbl__add_1074 [106]
                0.01    0.02 1092680/1092684     camlHashtbl__find_1093 [39]
[44]     2.9    0.01    0.02 1092684         caml_hash_univ_param [44]
                0.01    0.01 1092684/1092684     hash_aux [51]
-----------------------------------------------
                0.01    0.01 2853956/2853956     caml_alloc_shr [28]
[45]     2.0    0.01    0.01 2853956         caml_fl_allocate [45]
                0.01    0.00 2853926/2853926     allocate_block [61]
-----------------------------------------------
                0.00    0.00   12414/1105094     camlPrintf__extract_format_int_1103 [79]
                0.01    0.00  546340/1105094     camlScanf__scan_conversion_1708 [12]
                0.01    0.00  546340/1105094     camlScanf__read_char_set_1479 [43]
[46]     2.0    0.02    0.00 1105094         camlString__sub_1046 [46]
                0.00    0.00 1105094/1105094     caml_blit_string [124]
-----------------------------------------------
                0.02    0.00 1092928/1092928     caml_compact_heap [31]
[47]     2.0    0.02    0.00 1092928         compact_allocate [47]
-----------------------------------------------
                0.02    0.00  546342/546342      camlPrintf__scan_fmt_1144 [38]
[48]     2.0    0.02    0.00  546342         camlPrintf__scan_conv_1143 [48]
-----------------------------------------------
                0.01    0.01  546340/546340      camlScanf__scan_chars_in_char_set_1596 [21]
[49]     2.0    0.01    0.01  546340         camlScanf__loop_1607 [49]
                0.01    0.00 1723549/1723549     camlScanf__next_1158 [63]
                0.00    0.00 2269885/2269885     camlScanf__fun_2530 [120]
                0.00    0.00 1723547/1748375     camlBuffer__add_char_1072 [121]
                0.00    0.00       1/1           camlScanf__scan_raise_at_end_1147 [250]
-----------------------------------------------
                0.00    0.00       1/143486      camlOptim2__read_words_1030 [10]
                0.00    0.00       1/143486      camlOptim2__histogram_1042 [8]
                0.00    0.00   12414/143486      camlPrintf__extract_format_1085 [81]
                0.01    0.00   43690/143486      camlList__sort_1271 <cycle 2> [18]
                0.01    0.00   87380/143486      camlList__rev_sort_1272 <cycle 2> [17]
[50]     2.0    0.02    0.00  143486         camlList__rev_append_1051 [50]
-----------------------------------------------
                              546344             hash_aux [51]
                0.01    0.01 1092684/1092684     caml_hash_univ_param [44]
[51]     1.9    0.01    0.01 1092684+546344  hash_aux [51]
                0.01    0.00 1092688/10654925     caml_page_table_lookup [32]
                0.00    0.00  546344/10813110     caml_string_length [26]
                              546344             hash_aux [51]
-----------------------------------------------
                0.00    0.02       1/1           camlOptim2__histogram_1042 [8]
[52]     1.8    0.00    0.02       1         camlList__fold_left_1078 [52]
                0.00    0.02  273169/273169      camlOptim2__fun_1077 [55]
                0.00    0.00  273169/6058413     caml_apply2 <cycle 1> [29]
-----------------------------------------------
                0.00    0.02  273170/273170      camlOptim2__read_words_1030 [10]
[53]     1.7    0.00    0.02  273170         camlOptim2__fun_1065 [53]
                0.00    0.02  273170/273170      caml_string_notequal [54]
                0.00    0.00  273170/571174      caml_modify [78]
-----------------------------------------------
                0.00    0.02  273170/273170      camlOptim2__fun_1065 [53]
[54]     1.5    0.00    0.02  273170         caml_string_notequal [54]
                0.02    0.00  273170/546339      caml_string_equal [42]
-----------------------------------------------
                0.00    0.02  273169/273169      camlList__fold_left_1078 [52]
[55]     1.5    0.00    0.02  273169         camlOptim2__fun_1077 [55]
                0.02    0.00  273169/546339      caml_string_equal [42]
-----------------------------------------------
                0.00    0.00       1/3           camlOptim2__entry [1]
                0.00    0.01       2/3           camlScanf__make_pred_1534 [76]
[56]     1.3    0.00    0.01       3         camlList__iter_1074 [56]
                0.01    0.00   24828/24828       camlPrintf__scan_conv_1293 [58]
                0.00    0.00   49656/6058413     caml_apply2 <cycle 1> [29]
                0.00    0.00   37242/37242       camlPrintf__doprn_1360 [86]
                0.00    0.00   24828/24828       camlPrintf__cont_s_1361 [89]
                0.00    0.00   12414/12414       camlPrintf__fun_1575 [90]
                0.00    0.00   24828/1117510     caml_apply3 [123]
                0.00    0.00   24828/24828       camlPrintf__scan_flags_1292 [157]
                0.00    0.00   24828/24828       camlPrintf__got_spec_1297 [156]
                0.00    0.00   24828/24828       camlPrintf__scan_positional_spec_1252 [160]
                0.00    0.00   24828/24828       camlPrintf__scan_positional_1291 [159]
                0.00    0.00   24828/24828       camlPrintf__scan_format_1278 [158]
                0.00    0.00   12414/12414       camlPrintf__fun_1689 [165]
                0.00    0.00   12414/12414       camlPrintf__pr_1354 [166]
                0.00    0.00   12414/12414       caml_curry4_3 [169]
                0.00    0.00   12414/12414       camlOptim2__fun_1073 [163]
                0.00    0.00   12414/12414       caml_tuplify2 [170]
-----------------------------------------------
                0.00    0.00     404/547142      invert_root [98]
                0.01    0.00  546738/547142      caml_compact_heap [31]
[57]     1.3    0.01    0.00  547142         invert_pointer_at [57]
                0.00    0.00  546993/10654925     caml_page_table_lookup [32]
-----------------------------------------------
                0.01    0.00   24828/24828       camlList__iter_1074 [56]
[58]     1.2    0.01    0.00   24828         camlPrintf__scan_conv_1293 [58]
                0.00    0.00   12414/12414       camlPrintf__extract_format_int_1103 [79]
                0.00    0.00   24828/24828       camlPrintf__get_arg_1288 [155]
                0.00    0.00   24828/571169      camlPrintf__index_of_int_1037 [127]
                0.00    0.00   24828/24828       camlPrintf__add_int_index_1040 [154]
                0.00    0.00   24828/571168      caml_curry2_1 [128]
-----------------------------------------------
                0.00    0.01       1/1           main [60]
[59]     1.0    0.00    0.01       1         caml_main [59]
                0.01    0.00       1/1           caml_init_ieee_floats [72]
                0.00    0.00       1/1           caml_init_gc [118]
                0.00    0.00      14/46          caml_page_table_add [186]
                0.00    0.00       1/1           caml_init_custom_operations [270]
                0.00    0.00       1/1           caml_init_signals [272]
                0.00    0.00       1/1           caml_debugger_init [266]
                0.00    0.00       1/1           caml_executable_name [267]
                0.00    0.00       1/1           caml_sys_init [281]
-----------------------------------------------
                                                 <spontaneous>
[60]     1.0    0.00    0.01                 main [60]
                0.00    0.01       1/1           caml_main [59]
                0.00    0.00       1/1           caml_sys_exit [280]
-----------------------------------------------
                0.01    0.00 2853926/2853926     caml_fl_allocate [45]
[61]     1.0    0.01    0.00 2853926         allocate_block [61]
-----------------------------------------------
                0.00    0.00      16/1912979     caml_make_free_blocks [110]
                0.01    0.00 1912963/1912979     sweep_slice [22]
[62]     1.0    0.01    0.00 1912979         caml_fl_merge_block [62]
-----------------------------------------------
                0.01    0.00 1723549/1723549     camlScanf__loop_1607 [49]
[63]     1.0    0.01    0.00 1723549         camlScanf__next_1158 [63]
                0.00    0.00    1685/1685        camlPervasives__input_1224 [173]
-----------------------------------------------
                0.01    0.00  819510/819510      camlScanf__scan_format_1685 [11]
[64]     1.0    0.01    0.00  819510         camlScanf__scan_fmt_1705 [64]
-----------------------------------------------
                0.00    0.00  273170/819510      camlOptim2__read_words_1030 [10]
                0.01    0.00  546340/819510      camlScanf__scan_conversion_1708 [12]
[65]     1.0    0.01    0.00  819510         caml_curry3_1 [65]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__scan_format_1685 [11]
[66]     1.0    0.01    0.00  546340         camlScanf__scan_limits_1707 [66]
-----------------------------------------------
                              273170             caml_apply2 <cycle 1> [29]
[67]     1.0    0.01    0.00  273170         camlScanf__kscanf_1788 <cycle 1> [67]
                0.00    0.00  273170/273170      caml_curry5_1 [144]
                              273170             caml_apply2 <cycle 1> [29]
-----------------------------------------------
                0.01    0.00  273170/273170      camlScanf__scan_format_1685 [11]
[68]     1.0    0.01    0.00  273170         camlScanf__scan_1702 [68]
-----------------------------------------------
                0.01    0.00  273169/273169      camlList__rmap_f_1070 [71]
[69]     1.0    0.01    0.00  273169         camlString__map_1090 [69]
                0.00    0.00 1215523/1215523     camlChar__lowercase_1043 [122]
-----------------------------------------------
                0.01    0.00       2/2           caml_compact_heap [31]
[70]     1.0    0.01    0.00       2         init_compact_allocate [70]
-----------------------------------------------
                0.00    0.01       1/1           camlOptim2__entry [1]
[71]     1.0    0.00    0.01       1         camlList__rmap_f_1070 [71]
                0.01    0.00  273169/273169      camlString__map_1090 [69]
                0.00    0.00  273169/273169      camlString__lowercase_1098 [148]
-----------------------------------------------
                0.01    0.00       1/1           caml_main [59]
[72]     1.0    0.01    0.00       1         caml_init_ieee_floats [72]
-----------------------------------------------
                                                 <spontaneous>
[73]     1.0    0.01    0.00                 camlString__rcontains_from_1140 [73]
-----------------------------------------------
                                                 <spontaneous>
[74]     1.0    0.01    0.00                 caml_alloc_tuple [74]
-----------------------------------------------
                                                 <spontaneous>
[75]     1.0    0.01    0.00                 caml_deserialize_error [75]
-----------------------------------------------
                0.00    0.01       2/2           camlScanf__scan_chars_in_char_set_1596 [21]
[76]     0.9    0.00    0.01       2         camlScanf__make_pred_1534 [76]
                0.00    0.01       2/3           camlList__iter_1074 [56]
                0.00    0.00       2/2           camlScanf__make_char_bit_vect_1520 [219]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.5    0.01    0.00                 compare_stack_overflow [77]
-----------------------------------------------
                0.00    0.00       1/571174      camlScanf__fun_1926 [117]
                0.00    0.00       1/571174      caml_alloc_array [113]
                0.00    0.00       4/571174      camlHashtbl__add_1074 [106]
                0.00    0.00   24828/571174      camlPrintf__fun_1575 [90]
                0.00    0.00  273170/571174      camlOptim2__fun_1065 [53]
                0.00    0.00  273170/571174      camlBuffer__reset_1064 [80]
[78]     0.4    0.00    0.00  571174         caml_modify [78]
                0.00    0.00  571174/10654925     caml_page_table_lookup [32]
                0.00    0.00  256971/264510      caml_darken [83]
                0.00    0.00       1/1           caml_realloc_ref_table [276]
-----------------------------------------------
                0.00    0.00   12414/12414       camlPrintf__scan_conv_1293 [58]
[79]     0.2    0.00    0.00   12414         camlPrintf__extract_format_int_1103 [79]
                0.00    0.00   12414/12414       camlPrintf__extract_format_1085 [81]
                0.00    0.00   12414/1105094     camlString__sub_1046 [46]
-----------------------------------------------
                0.00    0.00  273170/273170      camlScanf__scan_format_1685 [11]
[80]     0.2    0.00    0.00  273170         camlBuffer__reset_1064 [80]
                0.00    0.00  273170/571174      caml_modify [78]
-----------------------------------------------
                0.00    0.00   12414/12414       camlPrintf__extract_format_int_1103 [79]
[81]     0.2    0.00    0.00   12414         camlPrintf__extract_format_1085 [81]
                0.00    0.00   12414/143486      camlList__rev_append_1051 [50]
                0.00    0.00   12414/12414       camlPrintf__skip_positional_spec_1090 [167]
                0.00    0.00   12414/12416       camlBuffer__create_1039 [162]
                0.00    0.00   12414/1748375     camlBuffer__add_char_1072 [121]
                0.00    0.00   12414/12414       camlPrintf__fill_format_1096 [164]
-----------------------------------------------
                0.00    0.00       1/1           caml_compact_heap_maybe [30]
[82]     0.1    0.00    0.00       1         caml_finish_major_cycle [82]
                0.00    0.00       1/163         mark_slice [13]
                0.00    0.00       1/182         sweep_slice [22]
                0.00    0.00       1/19          start_cycle [95]
-----------------------------------------------
                0.00    0.00      19/264510      caml_iterate_global_roots [96]
                0.00    0.00     224/264510      caml_do_local_roots [99]
                0.00    0.00    7296/264510      caml_do_roots [93]
                0.00    0.00  256971/264510      caml_modify [78]
[83]     0.1    0.00    0.00  264510         caml_darken [83]
                0.00    0.00  263986/10654925     caml_page_table_lookup [32]
-----------------------------------------------
                0.00    0.00       1/12421       caml_sys_get_argv [102]
                0.00    0.00       1/12421       caml_sys_get_config [107]
                0.00    0.00       2/12421       caml_ml_out_channels_list [101]
                0.00    0.00   12417/12421       caml_make_vect [85]
[84]     0.1    0.00    0.00   12421         caml_alloc_small [84]
                0.00    0.00       1/343         caml_minor_collection [4]
-----------------------------------------------
                0.00    0.00   12417/12417       caml_c_call [25]
[85]     0.1    0.00    0.00   12417         caml_make_vect [85]
                0.00    0.00   12417/12421       caml_alloc_small [84]
-----------------------------------------------
                0.00    0.00   37242/37242       camlList__iter_1074 [56]
[86]     0.0    0.00    0.00   37242         camlPrintf__doprn_1360 [86]
                0.00    0.00   37242/6058413     caml_apply2 <cycle 1> [29]
                0.00    0.00   37242/37242       camlPervasives__fun_1422 [150]
-----------------------------------------------
                0.00    0.00   12414/12414       caml_c_call [25]
[87]     0.0    0.00    0.00   12414         caml_format_int [87]
                0.00    0.00   12414/12417       caml_copy_string [88]
                0.00    0.00   12414/12414       parse_format [91]
-----------------------------------------------
                0.00    0.00       1/12417       caml_alloc_array [113]
                0.00    0.00       1/12417       caml_sys_get_argv [102]
                0.00    0.00       1/12417       caml_sys_get_config [107]
                0.00    0.00   12414/12417       caml_format_int [87]
[88]     0.0    0.00    0.00   12417         caml_copy_string [88]
                0.00    0.00   12417/1403100     caml_alloc_string [40]
-----------------------------------------------
                0.00    0.00   24828/24828       camlList__iter_1074 [56]
[89]     0.0    0.00    0.00   24828         camlPrintf__cont_s_1361 [89]
                0.00    0.00   24828/6058413     caml_apply2 <cycle 1> [29]
                0.00    0.00   24828/24828       camlPervasives__output_string_1191 [153]
-----------------------------------------------
                0.00    0.00   12414/12414       camlList__iter_1074 [56]
[90]     0.0    0.00    0.00   12414         camlPrintf__fun_1575 [90]
                0.00    0.00   24828/571174      caml_modify [78]
-----------------------------------------------
                0.00    0.00   12414/12414       caml_format_int [87]
[91]     0.0    0.00    0.00   12414         parse_format [91]
                0.00    0.00   12414/10813110     caml_string_length [26]
-----------------------------------------------
                0.00    0.00     343/343         caml_empty_minor_heap [15]
[92]     0.0    0.00    0.00     343         caml_oldify_local_roots [92]
                0.00    0.00    1330/2855690     caml_oldify_one [23]
                0.00    0.00     343/343         caml_scan_global_young_roots [97]
                0.00    0.00     343/343         caml_final_do_young_roots [184]
                0.00    0.00       1/1           caml_init_frame_descriptors [271]
-----------------------------------------------
                0.00    0.00       1/20          caml_compact_heap [31]
                0.00    0.00      19/20          caml_darken_all_roots [94]
[93]     0.0    0.00    0.00      20         caml_do_roots [93]
                0.00    0.00    7296/264510      caml_darken [83]
                0.00    0.00     384/404         invert_root [98]
                0.00    0.00      20/20          caml_do_local_roots [99]
                0.00    0.00      20/20          caml_scan_global_roots [100]
                0.00    0.00      20/20          caml_final_do_strong_roots [196]
-----------------------------------------------
                0.00    0.00      19/19          start_cycle [95]
[94]     0.0    0.00    0.00      19         caml_darken_all_roots [94]
                0.00    0.00      19/20          caml_do_roots [93]
-----------------------------------------------
                0.00    0.00       1/19          caml_finish_major_cycle [82]
                0.00    0.00      18/19          caml_major_collection_slice [7]
[95]     0.0    0.00    0.00      19         start_cycle [95]
                0.00    0.00      19/19          caml_darken_all_roots [94]
                0.00    0.00      19/3352        caml_gc_message [172]
-----------------------------------------------
                0.00    0.00      60/746         caml_scan_global_roots [100]
                0.00    0.00     686/746         caml_scan_global_young_roots [97]
[96]     0.0    0.00    0.00     746         caml_iterate_global_roots [96]
                0.00    0.00     343/2855690     caml_oldify_one [23]
                0.00    0.00      19/264510      caml_darken [83]
                0.00    0.00       1/404         invert_root [98]
-----------------------------------------------
                0.00    0.00     343/343         caml_oldify_local_roots [92]
[97]     0.0    0.00    0.00     343         caml_scan_global_young_roots [97]
                0.00    0.00     686/746         caml_iterate_global_roots [96]
-----------------------------------------------
                0.00    0.00       1/404         caml_iterate_global_roots [96]
                0.00    0.00      19/404         caml_do_local_roots [99]
                0.00    0.00     384/404         caml_do_roots [93]
[98]     0.0    0.00    0.00     404         invert_root [98]
                0.00    0.00     404/547142      invert_pointer_at [57]
-----------------------------------------------
                0.00    0.00      20/20          caml_do_roots [93]
[99]     0.0    0.00    0.00      20         caml_do_local_roots [99]
                0.00    0.00     224/264510      caml_darken [83]
                0.00    0.00      19/404         invert_root [98]
-----------------------------------------------
                0.00    0.00      20/20          caml_do_roots [93]
[100]    0.0    0.00    0.00      20         caml_scan_global_roots [100]
                0.00    0.00      60/746         caml_iterate_global_roots [96]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [25]
[101]    0.0    0.00    0.00       1         caml_ml_out_channels_list [101]
                0.00    0.00       2/12421       caml_alloc_small [84]
                0.00    0.00       2/7           caml_alloc_channel [103]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [25]
[102]    0.0    0.00    0.00       1         caml_sys_get_argv [102]
                0.00    0.00       1/12421       caml_alloc_small [84]
                0.00    0.00       1/1           caml_copy_string_array [114]
