Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      87/87          caml_final_update [190]
                0.00    0.00      87/92          caml_fl_init_merge [188]
                0.00    0.00      19/19          realloc_gray_vals [199]
-----------------------------------------------
                                 160             caml_oldify_one [20]
                0.00    0.00     267/13949750     caml_empty_minor_heap [17]
                0.00    0.00    1593/13949750     caml_iterate_global_roots [109]
                0.00    0.00  121837/13949750     caml_oldify_local_roots [48]
                0.10    0.27 13826053/13949750     caml_oldify_mopup [18]
[20]     1.1    0.11    0.27 13949750+160     caml_oldify_one [20]
                0.06    0.21 13819551/13819558     caml_alloc_shr [24]
                                 160             caml_oldify_one [20]
-----------------------------------------------
                0.00    0.34       1/1           camlOptim3_5__entry [4]
[21]     1.0    0.00    0.34       1         camlOptim3_5__read_words_1030 [21]
                0.01    0.25  273170/273170      camlScanf__scan_format_1685 [27]
                0.01    0.02  546340/1477567     caml_apply2 <cycle 1> [41]
                0.01    0.01  273170/273170      camlOptim3_5__fun_1080 [53]
                0.01    0.00  546340/571166      caml_curry2_1 [70]
                0.01    0.00  273170/819510      caml_curry3_2 [55]
                0.01    0.00  273170/546340      camlScanf__delay_1694 [73]
                0.00    0.00  273170/1117508     caml_apply3 [86]
                0.00    0.00  273170/273170      camlScanf__fun_1926 [128]
                0.00    0.00  273170/819510      caml_curry3_1 [134]
                0.00    0.00  273170/273170      caml_curry5_4 [151]
                0.00    0.00  273170/273170      camlScanf__fun_2864 [143]
                0.00    0.00       1/1           camlPervasives__open_in_gen_1214 [240]
                0.00    0.00       1/1           camlPervasives__open_in_1218 [239]
                0.00    0.00       1/1           camlList__tl_1039 [233]
                0.00    0.00       1/12414       camlList__rev_append_1051 [167]
-----------------------------------------------
                0.00    0.00       4/1130        caml_finish_major_cycle [87]
                0.23    0.10    1126/1130        caml_major_collection_slice [16]
[22]     1.0    0.23    0.10    1130         sweep_slice [22]
                0.10    0.00 13765486/13765509     caml_fl_merge_block [39]
                0.00    0.00    1130/15140       caml_gc_message [165]
-----------------------------------------------
                0.13    0.00    6944/15161       caml_page_table_remove [35]
                0.16    0.00    8217/15161       caml_page_table_add [32]
[23]     0.9    0.29    0.00   15161         caml_page_table_modify [23]
                0.00    0.00       4/15140       caml_gc_message [165]
-----------------------------------------------
                0.00    0.00       7/13819558     caml_alloc_custom [120]
                0.06    0.21 13819551/13819558     caml_oldify_one [20]
[24]     0.8    0.06    0.21 13819558         caml_alloc_shr [24]
                0.09    0.02 13819588/13819588     caml_fl_allocate [37]
                0.00    0.10      30/30          caml_add_to_heap [38]
                0.00    0.00      30/30          caml_round_heap_chunk_size [196]
                0.00    0.00      30/31          caml_alloc_for_heap [193]
                0.00    0.00      30/30          caml_fl_add_blocks [195]
-----------------------------------------------
                0.00    0.26       1/1           main [26]
[25]     0.8    0.00    0.26       1         caml_main [25]
                0.21    0.00       1/1           caml_init_ieee_floats [29]
                0.00    0.05      14/46          caml_page_table_add [32]
                0.00    0.01       1/1           caml_init_gc [84]
                0.00    0.00       1/1           caml_init_custom_operations [265]
                0.00    0.00       1/1           caml_init_signals [267]
                0.00    0.00       1/1           caml_debugger_init [263]
                0.00    0.00       1/1           caml_executable_name [264]
                0.00    0.00       1/1           caml_sys_init [274]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.8    0.00    0.26                 main [26]
                0.00    0.26       1/1           caml_main [25]
                0.00    0.00       1/1           caml_sys_exit [273]
-----------------------------------------------
                0.01    0.25  273170/273170      camlOptim3_5__read_words_1030 [21]
[27]     0.8    0.01    0.25  273170         camlScanf__scan_format_1685 [27]
                0.02    0.21  546340/546340      camlScanf__scan_conversion_1708 [28]
                0.01    0.00  819510/819510      camlScanf__scan_fmt_1705 [68]
                0.00    0.01  273170/273170      camlBuffer__reset_1064 [82]
                0.00    0.00  273170/1117508     caml_apply3 [86]
                0.00    0.00  546340/546340      camlScanf__scan_limits_1707 [139]
                0.00    0.00  546340/546340      camlScanf__scan_skip_1706 [140]
                0.00    0.00  273170/273170      camlScanf__scan_1702 [146]
-----------------------------------------------
                0.02    0.21  546340/546340      camlScanf__scan_format_1685 [27]
[28]     0.7    0.02    0.21  546340         camlScanf__scan_conversion_1708 [28]
                0.01    0.12  546340/546340      camlScanf__scan_chars_in_char_set_1596 [34]
                0.00    0.04  546340/546340      camlScanf__read_char_set_1479 [44]
                0.01    0.02  546340/1477567     caml_apply2 <cycle 1> [41]
                0.00    0.00  546340/1105093     camlString__sub_1046 [66]
                0.00    0.00  546340/546340      camlScanf__scan_fmt_stoppers_1709 [138]
                0.00    0.00  546340/819510      caml_curry3_1 [134]
-----------------------------------------------
                0.21    0.00       1/1           caml_main [25]
[29]     0.6    0.21    0.00       1         caml_init_ieee_floats [29]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.6    0.21    0.00                 caml_allocN [30]
-----------------------------------------------
                0.00    0.16      82/82          caml_major_collection_slice [16]
[31]     0.5    0.00    0.16      82         caml_compact_heap_maybe [31]
                0.01    0.15       4/4           caml_compact_heap [33]
                0.00    0.00       4/4           caml_finish_major_cycle [87]
                0.00    0.00     154/15140       caml_gc_message [165]
-----------------------------------------------
                0.00    0.00       1/46          caml_init_major_heap [88]
                0.00    0.00       1/46          caml_set_minor_heap_size [89]
                0.00    0.05      14/46          caml_main [25]
                0.00    0.10      30/46          caml_add_to_heap [38]
[32]     0.5    0.00    0.16      46         caml_page_table_add [32]
                0.16    0.00    8217/15161       caml_page_table_modify [23]
-----------------------------------------------
                0.01    0.15       4/4           caml_compact_heap_maybe [31]
[33]     0.5    0.01    0.15       4         caml_compact_heap [33]
                0.00    0.13      28/28          caml_shrink_heap [36]
                0.01    0.00       4/4           caml_fl_reset [76]
                0.00    0.00  676802/684797      invert_pointer_at [90]
                0.00    0.00       4/91          caml_do_roots [99]
                0.00    0.00      22/23          caml_make_free_blocks [115]
                0.00    0.00 1267748/1267748     compact_allocate [131]
                0.00    0.00       8/15140       caml_gc_message [165]
                0.00    0.00       8/8           init_compact_allocate [203]
                0.00    0.00       4/4           caml_final_do_weak_roots [209]
-----------------------------------------------
                0.01    0.12  546340/546340      camlScanf__scan_conversion_1708 [28]
[34]     0.4    0.01    0.12  546340         camlScanf__scan_chars_in_char_set_1596 [34]
                0.04    0.03 1092680/1092680     camlHashtbl__find_1093 [42]
                0.01    0.04  546340/546340      camlScanf__loop_1607 [43]
                0.00    0.01       2/2           camlScanf__make_pred_1534 [85]
                0.00    0.00       4/4           camlHashtbl__add_1074 [113]
                0.00    0.00  546340/546340      camlScanf__ignore_stoppers_1260 [137]
                0.00    0.00       2/2           camlScanf__make_setp_1541 [220]
                0.00    0.00       2/3           camlHashtbl__create_1051 [210]
-----------------------------------------------
                0.00    0.13      28/28          caml_shrink_heap [36]
[35]     0.4    0.00    0.13      28         caml_page_table_remove [35]
                0.13    0.00    6944/15161       caml_page_table_modify [23]
-----------------------------------------------
                0.00    0.13      28/28          caml_compact_heap [33]
[36]     0.4    0.00    0.13      28         caml_shrink_heap [36]
                0.00    0.13      28/28          caml_page_table_remove [35]
                0.00    0.00      28/15140       caml_gc_message [165]
                0.00    0.00      28/28          caml_free_for_heap [197]
-----------------------------------------------
                0.09    0.02 13819588/13819588     caml_alloc_shr [24]
[37]     0.3    0.09    0.02 13819588         caml_fl_allocate [37]
                0.02    0.00 13819558/13819558     allocate_block [54]
-----------------------------------------------
                0.00    0.10      30/30          caml_alloc_shr [24]
[38]     0.3    0.00    0.10      30         caml_add_to_heap [38]
                0.00    0.10      30/46          caml_page_table_add [32]
                0.00    0.00      30/15140       caml_gc_message [165]
-----------------------------------------------
                0.00    0.00      23/13765509     caml_make_free_blocks [115]
                0.10    0.00 13765486/13765509     sweep_slice [22]
[39]     0.3    0.10    0.00 13765509         caml_fl_merge_block [39]
-----------------------------------------------
[40]     0.3    0.03    0.06 1477567+546340  <cycle 1 as a whole> [40]
                0.03    0.06 1750737             caml_apply2 <cycle 1> [41]
                0.00    0.00  273170             camlScanf__kscanf_1788 <cycle 1> [145]
-----------------------------------------------
                              273170             camlScanf__kscanf_1788 <cycle 1> [145]
                0.00    0.00       1/1477567     camlPrintf__mkprintf_1345 [123]
                0.00    0.00   24826/1477567     camlPrintf__cont_s_1361 [94]
                0.00    0.00   37239/1477567     camlPrintf__doprn_1360 [91]
                0.00    0.00   49652/1477567     camlList__iter_1074 [83]
                0.00    0.01  273169/1477567     camlList__fold_left_1078 [7]
                0.01    0.02  546340/1477567     camlOptim3_5__read_words_1030 [21]
                0.01    0.02  546340/1477567     camlScanf__scan_conversion_1708 [28]
[41]     0.3    0.03    0.06 1750737         caml_apply2 <cycle 1> [41]
                0.00    0.04  273170/273170      camlScanf__ascanf_1662 [46]
                0.00    0.01  546340/546340      camlScanf__stack_1697 [62]
                0.01    0.00  273170/819510      caml_curry3_2 [55]
                0.00    0.00  819510/819516      caml_curry3 [133]
                0.00    0.00  273170/273170      caml_curry5 [147]
                0.00    0.00   12413/12413       caml_curry4_2 [172]
                0.00    0.00       1/1           caml_curry4 [254]
                              273170             camlScanf__kscanf_1788 <cycle 1> [145]
-----------------------------------------------
                0.04    0.03 1092680/1092680     camlScanf__scan_chars_in_char_set_1596 [34]
[42]     0.2    0.04    0.03 1092680         camlHashtbl__find_1093 [42]
                0.01    0.02 1092680/1092684     caml_hash_univ_param [52]
-----------------------------------------------
                0.01    0.04  546340/546340      camlScanf__scan_chars_in_char_set_1596 [34]
[43]     0.2    0.01    0.04  546340         camlScanf__loop_1607 [43]
                0.03    0.00 1723547/1748373     camlBuffer__add_char_1072 [51]
                0.01    0.00 1723549/1723549     camlScanf__next_1158 [65]
                0.00    0.00 2269885/2269885     camlScanf__fun_2530 [130]
                0.00    0.00       1/1           camlScanf__scan_raise_at_end_1147 [248]
-----------------------------------------------
                0.00    0.04  546340/546340      camlScanf__scan_conversion_1708 [28]
[44]     0.1    0.00    0.04  546340         camlScanf__read_char_set_1479 [44]
                0.02    0.00  546340/546340      camlScanf__find_in_set_1483 [56]
                0.01    0.00  546340/546340      camlScanf__find_set_1484 [74]
                0.01    0.00  546340/571167      camlPrintf__index_of_int_1037 [69]
                0.00    0.00  546340/1105093     camlString__sub_1046 [66]
-----------------------------------------------
                0.00    0.00       1/273171      camlPrintf__kapr_1209 [118]
                0.01    0.03  273170/273171      camlScanf__ascanf_1662 [46]
[45]     0.1    0.01    0.03  273171         camlPrintf__ac_of_format_1184 [45]
                0.00    0.03  273171/273171      camlPrintf__iter_on_format_args_1137 [49]
-----------------------------------------------
                0.00    0.04  273170/273170      caml_apply2 <cycle 1> [41]
[46]     0.1    0.00    0.04  273170         camlScanf__ascanf_1662 [46]
                0.01    0.03  273170/273171      camlPrintf__ac_of_format_1184 [45]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.1    0.04    0.00                 compare_stack_overflow [47]
-----------------------------------------------
                0.03    0.00    1593/1593        caml_empty_minor_heap [17]
[48]     0.1    0.03    0.00    1593         caml_oldify_local_roots [48]
                0.00    0.00  121837/13949750     caml_oldify_one [20]
                0.00    0.00    1593/1593        caml_scan_global_young_roots [110]
                0.00    0.00    1593/1593        caml_final_do_young_roots [181]
                0.00    0.00       1/1           caml_init_frame_descriptors [266]
-----------------------------------------------
                0.00    0.03  273171/273171      camlPrintf__ac_of_format_1184 [45]
[49]     0.1    0.00    0.03  273171         camlPrintf__iter_on_format_args_1137 [49]
                0.02    0.01  273171/273171      camlPrintf__scan_fmt_1144 [50]
-----------------------------------------------
                0.02    0.01  273171/273171      camlPrintf__iter_on_format_args_1137 [49]
[50]     0.1    0.02    0.01  273171         camlPrintf__scan_fmt_1144 [50]
                0.00    0.01  546342/546342      camlPrintf__add_conv_1191 [71]
                0.00    0.00  546342/1117508     caml_apply3 [86]
                0.00    0.00  546342/546342      camlPrintf__scan_conv_1143 [135]
                0.00    0.00  546342/546342      camlPrintf__scan_flags_1142 [136]
-----------------------------------------------
                0.00    0.00   12413/1748373     camlPrintf__fill_format_1096 [105]
                0.00    0.00   12413/1748373     camlPrintf__extract_format_1085 [104]
                0.03    0.00 1723547/1748373     camlScanf__loop_1607 [43]
[51]     0.1    0.03    0.00 1748373         camlBuffer__add_char_1072 [51]
-----------------------------------------------
                0.00    0.00       4/1092684     camlHashtbl__add_1074 [113]
                0.01    0.02 1092680/1092684     camlHashtbl__find_1093 [42]
[52]     0.1    0.01    0.02 1092684         caml_hash_univ_param [52]
                0.01    0.01 1092684/1092684     hash_aux [58]
-----------------------------------------------
                0.01    0.01  273170/273170      camlOptim3_5__read_words_1030 [21]
[53]     0.1    0.01    0.01  273170         camlOptim3_5__fun_1080 [53]
                0.00    0.01  273170/571172      caml_modify [57]
                0.00    0.00  273170/273170      caml_string_compare [93]
-----------------------------------------------
                0.02    0.00 13819558/13819558     caml_fl_allocate [37]
[54]     0.1    0.02    0.00 13819558         allocate_block [54]
-----------------------------------------------
                0.01    0.00  273170/819510      caml_apply2 <cycle 1> [41]
                0.01    0.00  273170/819510      camlOptim3_5__read_words_1030 [21]
                0.01    0.00  273170/819510      camlScanf__stack_1697 [62]
[55]     0.1    0.02    0.00  819510         caml_curry3_2 [55]
-----------------------------------------------
                0.02    0.00  546340/546340      camlScanf__read_char_set_1479 [44]
[56]     0.1    0.02    0.00  546340         camlScanf__find_in_set_1483 [56]
-----------------------------------------------
                0.00    0.00       1/571172      camlScanf__fun_1926 [128]
                0.00    0.00       1/571172      caml_alloc_array [125]
                0.00    0.00       4/571172      camlHashtbl__add_1074 [113]
                0.00    0.00   24826/571172      camlPrintf__fun_1575 [98]
                0.00    0.01  273170/571172      camlOptim3_5__fun_1080 [53]
                0.00    0.01  273170/571172      camlBuffer__reset_1064 [82]
[57]     0.1    0.00    0.02  571172         caml_modify [57]
                0.00    0.02       1/1           caml_realloc_ref_table [60]
                0.00    0.00  571172/633191604     caml_page_table_lookup [11]
                0.00    0.00  256969/396053      caml_darken [92]
-----------------------------------------------
                              546344             hash_aux [58]
                0.01    0.01 1092684/1092684     caml_hash_univ_param [52]
[58]     0.1    0.01    0.01 1092684+546344  hash_aux [58]
                0.01    0.00 1092688/633191604     caml_page_table_lookup [11]
                0.00    0.00  546344/613325807     caml_string_length [12]
                              546344             hash_aux [58]
-----------------------------------------------
                0.02    0.00       1/1           caml_realloc_ref_table [60]
[59]     0.0    0.02    0.00       1         caml_alloc_table [59]
                0.00    0.00       1/28          caml_stat_alloc [198]
-----------------------------------------------
                0.00    0.02       1/1           caml_modify [57]
[60]     0.0    0.00    0.02       1         caml_realloc_ref_table [60]
                0.02    0.00       1/1           caml_alloc_table [59]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.02    0.00                 truncate_flp [61]
-----------------------------------------------
                0.00    0.01  546340/546340      caml_apply2 <cycle 1> [41]
[62]     0.0    0.00    0.01  546340         camlScanf__stack_1697 [62]
                0.01    0.00  273170/819510      caml_curry3_2 [55]
                0.01    0.00  273170/546340      camlScanf__delay_1694 [73]
                0.00    0.00  273170/273173      caml_curry2 [141]
                0.00    0.00  273170/273170      camlScanf__fun_3425 [144]
-----------------------------------------------
                0.00    0.00   12416/1403097     caml_copy_string [107]
                0.00    0.01 1390681/1403097     caml_create_string [64]
[63]     0.0    0.00    0.01 1403097         caml_alloc_string [63]
                0.00    0.01      12/1593        caml_minor_collection [13]
-----------------------------------------------
                0.00    0.01 1390681/1390681     caml_c_call [1]
[64]     0.0    0.00    0.01 1390681         caml_create_string [64]
                0.00    0.01 1390681/1403097     caml_alloc_string [63]
-----------------------------------------------
                0.01    0.00 1723549/1723549     camlScanf__loop_1607 [43]
[65]     0.0    0.01    0.00 1723549         camlScanf__next_1158 [65]
                0.00    0.00    1685/1685        camlPervasives__input_1224 [178]
-----------------------------------------------
                0.00    0.00   12413/1105093     camlPrintf__extract_format_int_1103 [103]
                0.00    0.00  546340/1105093     camlScanf__scan_conversion_1708 [28]
                0.00    0.00  546340/1105093     camlScanf__read_char_set_1479 [44]
[66]     0.0    0.00    0.01 1105093         camlString__sub_1046 [66]
                0.01    0.00 1105093/1105093     caml_blit_string [67]
-----------------------------------------------
                0.01    0.00 1105093/1105093     camlString__sub_1046 [66]
[67]     0.0    0.01    0.00 1105093         caml_blit_string [67]
-----------------------------------------------
                0.01    0.00  819510/819510      camlScanf__scan_format_1685 [27]
[68]     0.0    0.01    0.00  819510         camlScanf__scan_fmt_1705 [68]
-----------------------------------------------
                0.00    0.00       1/571167      camlPrintf__mkprintf_1345 [123]
                0.00    0.00   24826/571167      camlPrintf__scan_conv_1293 [95]
                0.01    0.00  546340/571167      camlScanf__read_char_set_1479 [44]
[69]     0.0    0.01    0.00  571167         camlPrintf__index_of_int_1037 [69]
-----------------------------------------------
                0.00    0.00   24826/571166      camlPrintf__scan_conv_1293 [95]
                0.01    0.00  546340/571166      camlOptim3_5__read_words_1030 [21]
[70]     0.0    0.01    0.00  571166         caml_curry2_1 [70]
-----------------------------------------------
                0.00    0.01  546342/546342      camlPrintf__scan_fmt_1144 [50]
[71]     0.0    0.00    0.01  546342         camlPrintf__add_conv_1191 [71]
                0.01    0.00  546342/546342      camlPrintf__incr_ac_1187 [72]
-----------------------------------------------
                0.01    0.00  546342/546342      camlPrintf__add_conv_1191 [71]
[72]     0.0    0.01    0.00  546342         camlPrintf__incr_ac_1187 [72]
-----------------------------------------------
                0.01    0.00  273170/546340      camlOptim3_5__read_words_1030 [21]
                0.01    0.00  273170/546340      camlScanf__stack_1697 [62]
[73]     0.0    0.01    0.00  546340         camlScanf__delay_1694 [73]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__read_char_set_1479 [44]
[74]     0.0    0.01    0.00  546340         camlScanf__find_set_1484 [74]
-----------------------------------------------
                0.01    0.00  273169/273169      camlList__rmap_f_1070 [77]
[75]     0.0    0.01    0.00  273169         camlString__map_1090 [75]
                0.00    0.00 1215523/1215523     camlChar__lowercase_1043 [132]
-----------------------------------------------
                0.01    0.00       4/4           caml_compact_heap [33]
[76]     0.0    0.01    0.00       4         caml_fl_reset [76]
                0.00    0.00       4/92          caml_fl_init_merge [188]
-----------------------------------------------
                0.00    0.01       1/1           camlOptim3_5__entry [4]
[77]     0.0    0.00    0.01       1         camlList__rmap_f_1070 [77]
                0.01    0.00  273169/273169      camlString__map_1090 [75]
                0.00    0.00  273169/273169      camlString__lowercase_1098 [152]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.0    0.01    0.00                 camlHashtbl__find_rec_1088 [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.0    0.01    0.00                 caml_allocation_color [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.0    0.01    0.00                 caml_equal [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.0    0.01    0.00                 caml_ext_table_free [81]
-----------------------------------------------
                0.00    0.01  273170/273170      camlScanf__scan_format_1685 [27]
[82]     0.0    0.00    0.01  273170         camlBuffer__reset_1064 [82]
                0.00    0.01  273170/571172      caml_modify [57]
-----------------------------------------------
                0.00    0.00       1/3           camlOptim3_5__entry [4]
                0.00    0.01       2/3           camlScanf__make_pred_1534 [85]
[83]     0.0    0.00    0.01       3         camlList__iter_1074 [83]
                0.00    0.00   49652/1477567     caml_apply2 <cycle 1> [41]
                0.00    0.00   37239/37239       camlPrintf__doprn_1360 [91]
                0.00    0.00   24826/24826       camlPrintf__cont_s_1361 [94]
                0.00    0.00   24826/24826       camlPrintf__scan_conv_1293 [95]
                0.00    0.00   12413/12413       camlPrintf__fun_1575 [98]
                0.00    0.00   24826/1117508     caml_apply3 [86]
                0.00    0.00   24826/24826       camlPrintf__scan_flags_1292 [160]
                0.00    0.00   24826/24826       camlPrintf__got_spec_1297 [159]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_spec_1252 [163]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_1291 [162]
                0.00    0.00   24826/24826       camlPrintf__scan_format_1278 [161]
                0.00    0.00   12413/12413       camlPrintf__fun_1689 [169]
                0.00    0.00   12413/12413       camlPrintf__pr_1354 [170]
                0.00    0.00   12413/12413       caml_curry4_3 [173]
                0.00    0.00   12413/12413       camlOptim3_5__fun_1096 [168]
                0.00    0.00   12413/12413       caml_tuplify2 [174]
-----------------------------------------------
                0.00    0.01       1/1           caml_main [25]
[84]     0.0    0.00    0.01       1         caml_init_gc [84]
                0.00    0.00       1/1           caml_init_major_heap [88]
                0.00    0.00       1/1           caml_set_minor_heap_size [89]
                0.00    0.00       6/15140       caml_gc_message [165]
                0.00    0.00       2/2           norm_heapincr [225]
                0.00    0.00       1/1           caml_page_table_initialize [270]
                0.00    0.00       1/1           norm_minsize [276]
                0.00    0.00       1/1           norm_pfree [277]
                0.00    0.00       1/1           norm_pmax [278]
-----------------------------------------------
                0.00    0.01       2/2           camlScanf__scan_chars_in_char_set_1596 [34]
[85]     0.0    0.00    0.01       2         camlScanf__make_pred_1534 [85]
                0.00    0.01       2/3           camlList__iter_1074 [83]
                0.00    0.00       2/2           camlScanf__make_char_bit_vect_1520 [219]
-----------------------------------------------
                0.00    0.00   24826/1117508     camlList__iter_1074 [83]
                0.00    0.00  273170/1117508     camlOptim3_5__read_words_1030 [21]
                0.00    0.00  273170/1117508     camlScanf__scan_format_1685 [27]
                0.00    0.00  546342/1117508     camlPrintf__scan_fmt_1144 [50]
[86]     0.0    0.01    0.00 1117508         caml_apply3 [86]
                0.00    0.00  273170/273170      caml_curry5_2 [149]
                0.00    0.00  273170/273170      caml_curry5_3 [150]
-----------------------------------------------
                0.00    0.00       4/4           caml_compact_heap_maybe [31]
[87]     0.0    0.00    0.00       4         caml_finish_major_cycle [87]
                0.00    0.00       4/471         mark_slice [19]
                0.00    0.00       4/1130        sweep_slice [22]
                0.00    0.00       4/87          start_cycle [101]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [84]
[88]     0.0    0.00    0.00       1         caml_init_major_heap [88]
                0.00    0.00       1/46          caml_page_table_add [32]
                0.00    0.00       1/23          caml_make_free_blocks [115]
                0.00    0.00       1/31          clip_heap_chunk_size [194]
                0.00    0.00       1/31          caml_alloc_for_heap [193]
                0.00    0.00       1/92          caml_fl_init_merge [188]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [84]
[89]     0.0    0.00    0.00       1         caml_set_minor_heap_size [89]
                0.00    0.00       1/46          caml_page_table_add [32]
                0.00    0.00       2/2           reset_table [226]
                0.00    0.00       1/32          caml_aligned_malloc [192]
-----------------------------------------------
                0.00    0.00    7995/684797      invert_root [111]
                0.00    0.00  676802/684797      caml_compact_heap [33]
[90]     0.0    0.00    0.00  684797         invert_pointer_at [90]
                0.00    0.00  644470/633191604     caml_page_table_lookup [11]
-----------------------------------------------
                0.00    0.00   37239/37239       camlList__iter_1074 [83]
[91]     0.0    0.00    0.00   37239         camlPrintf__doprn_1360 [91]
                0.00    0.00   37239/1477567     caml_apply2 <cycle 1> [41]
                0.00    0.00   37239/37239       camlPervasives__fun_1422 [153]
-----------------------------------------------
                0.00    0.00      87/396053      caml_iterate_global_roots [109]
                0.00    0.00   33756/396053      caml_do_roots [99]
                0.00    0.00  105241/396053      caml_do_local_roots [102]
                0.00    0.00  256969/396053      caml_modify [57]
[92]     0.0    0.00    0.00  396053         caml_darken [92]
                0.00    0.00  393615/633191604     caml_page_table_lookup [11]
-----------------------------------------------
                0.00    0.00  273170/273170      camlOptim3_5__fun_1080 [53]
[93]     0.0    0.00    0.00  273170         caml_string_compare [93]
                0.00    0.00  546340/613325807     caml_string_length [12]
-----------------------------------------------
                0.00    0.00   24826/24826       camlList__iter_1074 [83]
[94]     0.0    0.00    0.00   24826         camlPrintf__cont_s_1361 [94]
                0.00    0.00   24826/1477567     caml_apply2 <cycle 1> [41]
                0.00    0.00   24826/24826       camlPervasives__output_string_1191 [156]
-----------------------------------------------
                0.00    0.00   24826/24826       camlList__iter_1074 [83]
[95]     0.0    0.00    0.00   24826         camlPrintf__scan_conv_1293 [95]
                0.00    0.00   12413/12413       camlPrintf__extract_format_int_1103 [103]
                0.00    0.00   24826/571166      caml_curry2_1 [70]
                0.00    0.00   24826/571167      camlPrintf__index_of_int_1037 [69]
                0.00    0.00   24826/24826       camlPrintf__get_arg_1288 [158]
                0.00    0.00   24826/24826       camlPrintf__add_int_index_1040 [157]
-----------------------------------------------
                0.00    0.00       1/12420       caml_sys_get_argv [121]
                0.00    0.00       1/12420       caml_sys_get_config [122]
                0.00    0.00       2/12420       caml_ml_out_channels_list [114]
                0.00    0.00   12416/12420       caml_make_vect [97]
[96]     0.0    0.00    0.00   12420         caml_alloc_small [96]
                0.00    0.00       1/1593        caml_minor_collection [13]
-----------------------------------------------
                0.00    0.00   12416/12416       caml_c_call [1]
[97]     0.0    0.00    0.00   12416         caml_make_vect [97]
                0.00    0.00   12416/12420       caml_alloc_small [96]
-----------------------------------------------
                0.00    0.00   12413/12413       camlList__iter_1074 [83]
[98]     0.0    0.00    0.00   12413         camlPrintf__fun_1575 [98]
                0.00    0.00   24826/571172      caml_modify [57]
-----------------------------------------------
                0.00    0.00       4/91          caml_compact_heap [33]
                0.00    0.00      87/91          caml_darken_all_roots [100]
[99]     0.0    0.00    0.00      91         caml_do_roots [99]
                0.00    0.00      91/91          caml_do_local_roots [102]
                0.00    0.00   33756/396053      caml_darken [92]
                0.00    0.00    1552/7995        invert_root [111]
                0.00    0.00      91/91          caml_scan_global_roots [112]
                0.00    0.00      91/91          caml_final_do_strong_roots [189]
-----------------------------------------------
                0.00    0.00      87/87          start_cycle [101]
[100]    0.0    0.00    0.00      87         caml_darken_all_roots [100]
                0.00    0.00      87/91          caml_do_roots [99]
-----------------------------------------------
                0.00    0.00       4/87          caml_finish_major_cycle [87]
                0.00    0.00      83/87          caml_major_collection_slice [16]
[101]    0.0    0.00    0.00      87         start_cycle [101]
                0.00    0.00      87/87          caml_darken_all_roots [100]
                0.00    0.00      87/15140       caml_gc_message [165]
-----------------------------------------------
                0.00    0.00      91/91          caml_do_roots [99]
[102]    0.0    0.00    0.00      91         caml_do_local_roots [102]
                0.00    0.00  105241/396053      caml_darken [92]
                0.00    0.00    6439/7995        invert_root [111]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__scan_conv_1293 [95]
[103]    0.0    0.00    0.00   12413         camlPrintf__extract_format_int_1103 [103]
                0.00    0.00   12413/12413       camlPrintf__extract_format_1085 [104]
                0.00    0.00   12413/1105093     camlString__sub_1046 [66]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__extract_format_int_1103 [103]
[104]    0.0    0.00    0.00   12413         camlPrintf__extract_format_1085 [104]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [51]
                0.00    0.00   12413/12413       camlPrintf__fill_format_1096 [105]
                0.00    0.00   12413/12413       camlPrintf__skip_positional_spec_1090 [171]
                0.00    0.00   12413/12415       camlBuffer__create_1039 [166]
                0.00    0.00   12413/12414       camlList__rev_append_1051 [167]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__extract_format_1085 [104]
[105]    0.0    0.00    0.00   12413         camlPrintf__fill_format_1096 [105]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [51]
-----------------------------------------------
                0.00    0.00   12413/12413       caml_c_call [1]
[106]    0.0    0.00    0.00   12413         caml_format_int [106]
                0.00    0.00   12413/12416       caml_copy_string [107]
                0.00    0.00   12413/12413       parse_format [108]
-----------------------------------------------
                0.00    0.00       1/12416       caml_alloc_array [125]
                0.00    0.00       1/12416       caml_sys_get_argv [121]
                0.00    0.00       1/12416       caml_sys_get_config [122]
                0.00    0.00   12413/12416       caml_format_int [106]
[107]    0.0    0.00    0.00   12416         caml_copy_string [107]
