Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.63     0.00      295     0.00     0.35  caml_minor_collection
  0.00      0.63     0.00      295     0.00     0.00  caml_oldify_local_roots
  0.00      0.63     0.00      295     0.00     0.00  caml_scan_global_young_roots
  0.00      0.63     0.00      287     0.00     0.35  caml_garbage_collection
  0.00      0.63     0.00      134     0.00     0.00  camlPervasives__char_of_int_1120
  0.00      0.63     0.00       43     0.00     0.00  caml_page_table_add
  0.00      0.63     0.00       34     0.00     0.00  do_write
  0.00      0.63     0.00       29     0.00     0.00  caml_aligned_malloc
  0.00      0.63     0.00       28     0.00     0.00  caml_alloc_for_heap
  0.00      0.63     0.00       28     0.00     0.00  caml_stat_alloc
  0.00      0.63     0.00       28     0.00     0.00  clip_heap_chunk_size
  0.00      0.63     0.00       27     0.00     0.00  caml_add_to_heap
  0.00      0.63     0.00       27     0.00     0.00  caml_fl_add_blocks
  0.00      0.63     0.00       27     0.00     0.00  caml_round_heap_chunk_size
  0.00      0.63     0.00       19     0.00     0.00  realloc_gray_vals
  0.00      0.63     0.00       14     0.00     0.00  caml_fl_init_merge
  0.00      0.63     0.00       14     0.00     0.00  caml_register_frametable
  0.00      0.63     0.00       14     0.00     0.00  cons
  0.00      0.63     0.00       13     0.00     0.00  caml_darken_all_roots
  0.00      0.63     0.00       13     0.00     0.00  caml_do_local_roots
  0.00      0.63     0.00       13     0.00     0.00  caml_do_roots
  0.00      0.63     0.00       13     0.00     0.00  caml_final_do_strong_roots
  0.00      0.63     0.00       13     0.00     0.00  caml_final_update
  0.00      0.63     0.00       13     0.00     0.00  caml_scan_global_roots
  0.00      0.63     0.00       13     0.00     0.00  start_cycle
  0.00      0.63     0.00       12     0.00     0.00  caml_check_urgent_gc
  0.00      0.63     0.00       12     0.00     0.00  caml_compact_heap_maybe
  0.00      0.63     0.00        8     0.00     0.00  camlPervasives__min_1022
  0.00      0.63     0.00        8     0.00     0.00  caml_lessequal
  0.00      0.63     0.00        7     0.00     0.00  caml_adjust_gc_speed
  0.00      0.63     0.00        7     0.00     0.00  caml_alloc_channel
  0.00      0.63     0.00        7     0.00     0.00  caml_alloc_custom
  0.00      0.63     0.00        6     0.00     0.00  caml_copy_double
  0.00      0.63     0.00        6     0.00     0.00  caml_int64_float_of_bits
  0.00      0.63     0.00        5     0.00     0.00  caml_open_descriptor_in
  0.00      0.63     0.00        4     0.00     0.00  camlHashtbl__create_1051
  0.00      0.63     0.00        4     0.00     2.62  camlHashtbl__resize_1061
  0.00      0.63     0.00        4     0.00     0.00  camlPervasives__max_1025
  0.00      0.63     0.00        4     0.00     0.00  caml_flush_partial
  0.00      0.63     0.00        4     0.00     0.00  caml_greaterequal
  0.00      0.63     0.00        3     0.00     0.00  caml_flush
  0.00      0.63     0.00        3     0.00     0.00  caml_ml_flush
  0.00      0.63     0.00        3     0.00     0.00  caml_ml_open_descriptor_out
  0.00      0.63     0.00        3     0.00     0.00  caml_open_descriptor_out
  0.00      0.63     0.00        3     0.00     0.00  caml_register_custom_operations
  0.00      0.63     0.00        2     0.00     0.00  camlList__iter_1074
  0.00      0.63     0.00        2     0.00     0.00  camlScanf__from_ic_1149
  0.00      0.63     0.00        2     0.00     0.00  camlScanf__loop_1525
  0.00      0.63     0.00        2     0.00     0.00  camlScanf__make_char_bit_vect_1520
  0.00      0.63     0.00        2     0.00     0.00  camlScanf__make_pred_1534
  0.00      0.63     0.00        2     0.00     0.00  camlScanf__make_setp_1541
  0.00      0.63     0.00        2     0.00     0.00  camlString__make_1038
  0.00      0.63     0.00        2     0.00     0.00  caml_convert_flag_list
  0.00      0.63     0.00        2     0.00     0.00  caml_fill_string
  0.00      0.63     0.00        2     0.00     0.00  caml_ml_open_descriptor_in
  0.00      0.63     0.00        2     0.00     0.00  caml_stat_free
  0.00      0.63     0.00        2     0.00     0.00  caml_sys_open
  0.00      0.63     0.00        2     0.00     0.00  norm_heapincr
  0.00      0.63     0.00        2     0.00     0.00  reset_table
  0.00      0.63     0.00        1     0.00     0.00  camlArray__entry
  0.00      0.63     0.00        1     0.00     0.00  camlBuffer__entry
  0.00      0.63     0.00        1     0.00     0.00  camlChar__entry
  0.00      0.63     0.00        1     0.00     0.00  camlHashtbl__entry
  0.00      0.63     0.00        1     0.00    16.70  camlHashtbl__iter_1129
  0.00      0.63     0.00        1     0.00     0.00  camlList__entry
  0.00      0.63     0.00        1     0.00    68.42  camlList__fold_left_1078
  0.00      0.63     0.00        1     0.00     0.00  camlList__rev_map_1067
  0.00      0.63     0.00        1     0.00     0.00  camlList__tl_1039
  0.00      0.63     0.00        1     0.00   429.32  camlOptim1__entry
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__close_out_1209
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__entry
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__flush_all_1185
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__iter_1186
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__open_in_1218
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__open_in_gen_1214
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__open_out_1179
  0.00      0.63     0.00        1     0.00     0.00  camlPervasives__open_out_gen_1175
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__entry
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__fprintf_1391
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__fun_1680
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__kapr_1209
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__kfprintf_1386
  0.00      0.63     0.00        1     0.00     0.00  camlPrintf__mkprintf_1345
  0.00      0.63     0.00        1     0.00     0.00  camlScanf__entry
  0.00      0.63     0.00        1     0.00     0.00  camlScanf__scan_raise_at_end_1147
  0.00      0.63     0.00        1     0.00     0.00  camlStd_exit__entry
  0.00      0.63     0.00        1     0.00     0.00  camlString__entry
  0.00      0.63     0.00        1     0.00     0.00  camlSys__entry
  0.00      0.63     0.00        1     0.00     0.00  caml_alloc
  0.00      0.63     0.00        1     0.00     0.00  caml_alloc_array
  0.00      0.63     0.00        1     0.00     0.00  caml_alloc_table
  0.00      0.63     0.00        1     0.00     0.00  caml_apply6
  0.00      0.63     0.00        1     0.00     0.00  caml_copy_string_array
  0.00      0.63     0.00        1     0.00     0.00  caml_curry4
  0.00      0.63     0.00        1     0.00     0.00  caml_curry4_1
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_1
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_2
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_3
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_4
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_5
  0.00      0.63     0.00        1     0.00     0.00  caml_curry7_6
  0.00      0.63     0.00        1     0.00     0.00  caml_debugger_init
  0.00      0.63     0.00        1     0.00     0.00  caml_executable_name
  0.00      0.63     0.00        1     0.00     0.00  caml_init_custom_operations
  0.00      0.63     0.00        1     0.00     0.00  caml_init_frame_descriptors
  0.00      0.63     0.00        1     0.00     0.00  caml_init_gc
  0.00      0.63     0.00        1     0.00     0.00  caml_init_ieee_floats
  0.00      0.63     0.00        1     0.00     0.00  caml_init_major_heap
  0.00      0.63     0.00        1     0.00     0.00  caml_init_signals
  0.00      0.63     0.00        1     0.00     0.00  caml_insert_global_root
  0.00      0.63     0.00        1     0.00     0.00  caml_main
  0.00      0.63     0.00        1     0.00     0.00  caml_make_free_blocks
  0.00      0.63     0.00        1     0.00     0.00  caml_ml_close_channel
  0.00      0.63     0.00        1     0.00     0.00  caml_ml_out_channels_list
  0.00      0.63     0.00        1     0.00     0.00  caml_page_table_initialize
  0.00      0.63     0.00        1     0.00   429.32  caml_program
  0.00      0.63     0.00        1     0.00     0.00  caml_realloc_ref_table
  0.00      0.63     0.00        1     0.00     0.00  caml_register_global_root
  0.00      0.63     0.00        1     0.00     0.00  caml_register_named_value
  0.00      0.63     0.00        1     0.00     0.00  caml_set_minor_heap_size
  0.00      0.63     0.00        1     0.00     0.00  caml_sys_exit
  0.00      0.63     0.00        1     0.00     0.00  caml_sys_get_argv
  0.00      0.63     0.00        1     0.00     0.00  caml_sys_get_config
  0.00      0.63     0.00        1     0.00     0.00  caml_sys_init
  0.00      0.63     0.00        1     0.00     0.00  hash_value_name
  0.00      0.63     0.00        1     0.00     0.00  norm_minsize
  0.00      0.63     0.00        1     0.00     0.00  norm_pfree
  0.00      0.63     0.00        1     0.00     0.00  norm_pmax

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.59% of 0.63 seconds

index % time    self  children    called     name
                0.00    0.43       1/1           caml_start_program [2]
[1]     68.1    0.00    0.43       1         caml_program [1]
                0.00    0.43       1/1           camlOptim1__entry [3]
                0.00    0.00       1/1           camlScanf__entry [86]
                0.00    0.00       1/1           camlPervasives__entry [218]
                0.00    0.00       1/1           camlArray__entry [210]
                0.00    0.00       1/1           camlList__entry [214]
                0.00    0.00       1/1           camlChar__entry [212]
                0.00    0.00       1/1           camlString__entry [231]
                0.00    0.00       1/1           camlSys__entry [232]
                0.00    0.00       1/1           camlHashtbl__entry [213]
                0.00    0.00       1/1           camlBuffer__entry [211]
                0.00    0.00       1/1           camlPrintf__entry [225]
                0.00    0.00       1/1           camlStd_exit__entry [230]
-----------------------------------------------
                                                 <spontaneous>
[2]     68.1    0.00    0.43                 caml_start_program [2]
                0.00    0.43       1/1           caml_program [1]
-----------------------------------------------
                0.00    0.43       1/1           caml_program [1]
[3]     68.1    0.00    0.43       1         camlOptim1__entry [3]
                0.03    0.29       1/1           camlOptim1__read_words_1030 [4]
                0.00    0.07       1/1           camlList__fold_left_1078 [16]
                0.01    0.01       1/1           camlList__rmap_f_1070 [37]
                0.00    0.02       1/1           camlHashtbl__iter_1129 [41]
                0.00    0.00       1/1           camlPrintf__kapr_1209 [85]
                0.00    0.00       1/1           camlPrintf__mkprintf_1345 [91]
                0.00    0.00       1/1           camlList__rev_map_1067 [215]
                0.00    0.00       1/4           camlHashtbl__create_1051 [190]
                0.00    0.00       1/1           camlPervasives__open_out_gen_1175 [224]
                0.00    0.00       1/1           camlPervasives__open_out_1179 [223]
                0.00    0.00       1/1           caml_curry7_6 [244]
                0.00    0.00       1/1           caml_curry7_5 [243]
                0.00    0.00       1/1           caml_apply6 [235]
                0.00    0.00       1/1           camlPrintf__kfprintf_1386 [228]
                0.00    0.00       1/1           camlPrintf__fprintf_1391 [226]
                0.00    0.00       1/1           camlPervasives__close_out_1209 [217]
-----------------------------------------------
                0.03    0.29       1/1           camlOptim1__entry [3]
[4]     51.5    0.03    0.29       1         camlOptim1__read_words_1030 [4]
                0.00    0.25  273170/273170      camlScanf__scan_format_1685 [5]
                0.00    0.02  546340/1477567     caml_apply2 <cycle 1> [15]
                0.01    0.00  546340/571166      caml_curry2_1 [48]
                0.00    0.00  273170/273170      camlOptim1__fun_1077 [64]
                0.00    0.00  273170/1117508     caml_apply3 [59]
                0.00    0.00       1/12414       camlList__rev_append_1051 [53]
                0.00    0.00  273170/273170      camlScanf__fun_1926 [98]
                0.00    0.00  273170/819510      caml_curry3_1 [105]
                0.00    0.00  273170/546340      camlScanf__delay_1694 [112]
                0.00    0.00  273170/819510      caml_curry3_2 [106]
                0.00    0.00  273170/273170      caml_curry5_4 [127]
                0.00    0.00  273170/273170      camlScanf__fun_2864 [119]
                0.00    0.00       1/1           camlPervasives__open_in_gen_1214 [222]
                0.00    0.00       1/1           camlPervasives__open_in_1218 [221]
                0.00    0.00       1/1           camlList__tl_1039 [216]
-----------------------------------------------
                0.00    0.25  273170/273170      camlOptim1__read_words_1030 [4]
[5]     40.4    0.00    0.25  273170         camlScanf__scan_format_1685 [5]
                0.01    0.21  546340/546340      camlScanf__scan_conversion_1708 [6]
                0.02    0.00  546340/546340      camlScanf__scan_limits_1707 [35]
                0.01    0.00  546340/546340      camlScanf__scan_skip_1706 [51]
                0.00    0.00  273170/273170      camlBuffer__reset_1064 [63]
                0.00    0.00  273170/1117508     caml_apply3 [59]
                0.00    0.00  819510/819510      camlScanf__scan_fmt_1705 [104]
                0.00    0.00  273170/273170      camlScanf__scan_1702 [122]
-----------------------------------------------
                0.01    0.21  546340/546340      camlScanf__scan_format_1685 [5]
[6]     35.2    0.01    0.21  546340         camlScanf__scan_conversion_1708 [6]
                0.03    0.12  546340/546340      camlScanf__scan_chars_in_char_set_1596 [7]
                0.01    0.02  546340/546340      camlScanf__read_char_set_1479 [30]
                0.00    0.02  546340/1477567     caml_apply2 <cycle 1> [15]
                0.01    0.00  546340/1105093     camlString__sub_1046 [33]
                0.00    0.00  546340/546340      camlScanf__scan_fmt_stoppers_1709 [114]
                0.00    0.00  546340/819510      caml_curry3_1 [105]
-----------------------------------------------
                0.03    0.12  546340/546340      camlScanf__scan_conversion_1708 [6]
[7]     23.0    0.03    0.12  546340         camlScanf__scan_chars_in_char_set_1596 [7]
                0.04    0.03 1092680/1365849     camlHashtbl__find_1093 [11]
                0.01    0.03  546340/546340      camlScanf__loop_1607 [26]
                0.01    0.00  546340/546340      camlScanf__ignore_stoppers_1260 [50]
                0.00    0.00       4/12417       camlHashtbl__add_1074 [68]
                0.00    0.00       2/2           camlScanf__make_pred_1534 [201]
                0.00    0.00       2/2           camlScanf__make_setp_1541 [202]
                0.00    0.00       2/4           camlHashtbl__create_1051 [190]
-----------------------------------------------
                0.00    0.00       1/295         caml_alloc_small [70]
                0.00    0.00       7/295         caml_alloc_string [61]
                0.00    0.10     287/295         caml_garbage_collection [9]
[8]     16.5    0.00    0.10     295         caml_minor_collection [8]
                0.00    0.07     295/295         caml_major_collection_slice [13]
                0.00    0.03     590/590         caml_empty_minor_heap [29]
                0.00    0.00     295/295         caml_final_do_calls [165]
-----------------------------------------------
                0.00    0.10     287/287         caml_call_gc [10]
[9]     16.1    0.00    0.10     287         caml_garbage_collection [9]
                0.00    0.10     287/295         caml_minor_collection [8]
                0.00    0.00     287/1215        caml_process_pending_signals [157]
-----------------------------------------------
                                                 <spontaneous>
[10]    16.1    0.00    0.10                 caml_call_gc [10]
                0.00    0.10     287/287         caml_garbage_collection [9]
-----------------------------------------------
                0.01    0.01  273169/1365849     camlOptim1__increment_1055 [19]
                0.04    0.03 1092680/1365849     camlScanf__scan_chars_in_char_set_1596 [7]
[11]    13.0    0.05    0.03 1365849         camlHashtbl__find_1093 [11]
                0.00    0.03 1365849/1654378     caml_hash_univ_param [27]
-----------------------------------------------
                                                 <spontaneous>
[12]    11.8    0.01    0.06                 caml_c_call [12]
                0.00    0.06 2097531/2097531     caml_compare [18]
                0.00    0.00 1390681/1390681     caml_create_string [62]
                0.00    0.00   12421/12421       caml_make_vect [71]
                0.00    0.00   12413/12413       caml_format_int [78]
                0.00    0.00       8/8           caml_lessequal [84]
                0.00    0.00       4/4           caml_greaterequal [87]
                0.00    0.00       1/1           caml_ml_out_channels_list [88]
                0.00    0.00       1/1           caml_sys_get_argv [92]
                0.00    0.00       1/1           caml_sys_get_config [93]
                0.00    0.00       3/3           caml_ml_open_descriptor_out [94]
                0.00    0.00       2/2           caml_ml_open_descriptor_in [95]
                0.00    0.00   37239/37239       caml_ml_output_char [133]
                0.00    0.00   24826/24826       caml_ml_output [143]
                0.00    0.00    1685/1685        caml_ml_input [156]
                0.00    0.00       6/6           caml_int64_float_of_bits [188]
                0.00    0.00       3/3           caml_ml_flush [194]
                0.00    0.00       2/2           caml_sys_open [207]
                0.00    0.00       1/1           caml_ml_close_channel [256]
                0.00    0.00       1/1           caml_register_named_value [260]
-----------------------------------------------
                0.00    0.07     295/295         caml_minor_collection [8]
[13]    11.8    0.00    0.07     295         caml_major_collection_slice [13]
                0.04    0.01     141/141         mark_slice [20]
                0.02    0.00     154/154         sweep_slice [36]
                0.00    0.00      13/13          start_cycle [76]
                0.00    0.00    1770/2864        caml_gc_message [154]
                0.00    0.00      12/12          caml_compact_heap_maybe [184]
-----------------------------------------------
[14]    11.5    0.01    0.06 1477567+546340  <cycle 1 as a whole> [14]
                0.01    0.06 1750737             caml_apply2 <cycle 1> [15]
                0.00    0.00  273170             camlScanf__kscanf_1788 <cycle 1> [121]
-----------------------------------------------
                              273170             camlScanf__kscanf_1788 <cycle 1> [121]
                0.00    0.00       1/1477567     camlPrintf__mkprintf_1345 [91]
                0.00    0.00   24826/1477567     camlPrintf__cont_s_1361 [67]
                0.00    0.00   37239/1477567     camlPrintf__doprn_1360 [65]
                0.00    0.00   49652/1477567     camlHashtbl__do_bucket_1132 [40]
                0.00    0.01  273169/1477567     camlList__fold_left_1078 [16]
                0.00    0.02  546340/1477567     camlOptim1__read_words_1030 [4]
                0.00    0.02  546340/1477567     camlScanf__scan_conversion_1708 [6]
[15]    11.5    0.01    0.06 1750737         caml_apply2 <cycle 1> [15]
                0.00    0.04  273170/273170      camlScanf__ascanf_1662 [25]
                0.02    0.00  819510/819516      caml_curry3 [34]
                0.00    0.00  546340/546340      camlScanf__stack_1697 [115]
                0.00    0.00  273170/273170      caml_curry5 [123]
                0.00    0.00  273170/819510      caml_curry3_2 [106]
                0.00    0.00   12413/12413       caml_curry4_2 [150]
                0.00    0.00       1/1           caml_curry4 [236]
                              273170             camlScanf__kscanf_1788 <cycle 1> [121]
-----------------------------------------------
