Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.07       1/1           camlOptim1__entry [3]
[16]    10.9    0.00    0.07       1         camlList__fold_left_1078 [16]
                0.00    0.06  273169/273169      camlOptim1__increment_1055 [19]
                0.00    0.01  273169/1477567     caml_apply2 <cycle 1> [15]
-----------------------------------------------
                0.00    0.00       4/2097543     caml_greaterequal [87]
                0.00    0.00       8/2097543     caml_lessequal [84]
                0.04    0.02 2097531/2097543     caml_compare [18]
[17]     9.8    0.04    0.02 2097543         compare_val [17]
                0.02    0.00 4195062/9685966     caml_page_table_lookup [21]
                0.00    0.00 3102386/4222839     caml_string_length [99]
-----------------------------------------------
                0.00    0.06 2097531/2097531     caml_c_call [12]
[18]     9.8    0.00    0.06 2097531         caml_compare [18]
                0.04    0.02 2097531/2097543     compare_val [17]
-----------------------------------------------
                0.00    0.06  273169/273169      camlList__fold_left_1078 [16]
[19]     8.7    0.00    0.06  273169         camlOptim1__increment_1055 [19]
                0.02    0.01  260756/260756      camlHashtbl__replace_1112 [32]
                0.01    0.01  273169/1365849     camlHashtbl__find_1093 [11]
                0.00    0.01       4/4           camlHashtbl__resize_1061 [44]
                0.00    0.00   12413/12417       camlHashtbl__add_1074 [68]
                0.00    0.00   21023/21023       camlHashtbl__find_rec_1088 [144]
-----------------------------------------------
                0.04    0.01     141/141         caml_major_collection_slice [13]
[20]     8.6    0.04    0.01     141         mark_slice [20]
                0.01    0.00 2715049/9685966     caml_page_table_lookup [21]
                0.00    0.00     282/2864        caml_gc_message [154]
                0.00    0.00      19/19          realloc_gray_vals [177]
                0.00    0.00      13/13          caml_final_update [182]
                0.00    0.00      13/14          caml_fl_init_merge [178]
-----------------------------------------------
                0.00    0.00  261772/9685966     caml_darken [66]
                0.00    0.00  859701/9685966     caml_modify [58]
                0.01    0.00 1654382/9685966     hash_aux [28]
                0.01    0.00 2715049/9685966     mark_slice [20]
                0.02    0.00 4195062/9685966     compare_val [17]
[21]     7.9    0.05    0.00 9685966         caml_page_table_lookup [21]
-----------------------------------------------
                0.00    0.00       1/273171      camlPrintf__kapr_1209 [85]
                0.00    0.04  273170/273171      camlScanf__ascanf_1662 [25]
[22]     6.7    0.00    0.04  273171         camlPrintf__ac_of_format_1184 [22]
                0.00    0.04  273171/273171      camlPrintf__iter_on_format_args_1137 [23]
-----------------------------------------------
                0.00    0.04  273171/273171      camlPrintf__ac_of_format_1184 [22]
[23]     6.7    0.00    0.04  273171         camlPrintf__iter_on_format_args_1137 [23]
                0.04    0.00  273171/273171      camlPrintf__scan_fmt_1144 [24]
-----------------------------------------------
                0.04    0.00  273171/273171      camlPrintf__iter_on_format_args_1137 [23]
[24]     6.7    0.04    0.00  273171         camlPrintf__scan_fmt_1144 [24]
                0.00    0.00  546342/1117508     caml_apply3 [59]
                0.00    0.00  546342/546342      camlPrintf__add_conv_1191 [108]
                0.00    0.00  546342/546342      camlPrintf__scan_conv_1143 [110]
                0.00    0.00  546342/546342      camlPrintf__scan_flags_1142 [111]
-----------------------------------------------
                0.00    0.04  273170/273170      caml_apply2 <cycle 1> [15]
[25]     6.7    0.00    0.04  273170         camlScanf__ascanf_1662 [25]
                0.00    0.04  273170/273171      camlPrintf__ac_of_format_1184 [22]
-----------------------------------------------
                0.01    0.03  546340/546340      camlScanf__scan_chars_in_char_set_1596 [7]
[26]     6.3    0.01    0.03  546340         camlScanf__loop_1607 [26]
                0.02    0.00 1723547/1748373     camlBuffer__add_char_1072 [38]
                0.01    0.00 1723549/1723549     camlScanf__next_1158 [47]
                0.00    0.00 2269885/2269885     camlScanf__fun_2530 [100]
                0.00    0.00       1/1           camlScanf__scan_raise_at_end_1147 [229]
-----------------------------------------------
                0.00    0.00   12417/1654378     camlHashtbl__add_1074 [68]
                0.00    0.00   15356/1654378     camlHashtbl__hash_1031 [69]
                0.00    0.01  260756/1654378     camlHashtbl__replace_1112 [32]
                0.00    0.03 1365849/1654378     camlHashtbl__find_1093 [11]
[27]     6.1    0.00    0.04 1654378         caml_hash_univ_param [27]
                0.03    0.01 1654378/1654378     hash_aux [28]
-----------------------------------------------
                              546344             hash_aux [28]
                0.03    0.01 1654378/1654378     caml_hash_univ_param [27]
[28]     6.1    0.03    0.01 1654378+546344  hash_aux [28]
                0.01    0.00 1654382/9685966     caml_page_table_lookup [21]
                0.00    0.00 1108038/4222839     caml_string_length [99]
                              546344             hash_aux [28]
-----------------------------------------------
                0.00    0.03     590/590         caml_minor_collection [8]
[29]     4.8    0.00    0.03     590         caml_empty_minor_heap [29]
                0.01    0.02     295/295         caml_oldify_mopup [31]
                0.00    0.00   35598/1404461     caml_oldify_one [39]
                0.00    0.00     295/295         caml_oldify_local_roots [79]
                0.00    0.00     590/2864        caml_gc_message [154]
                0.00    0.00     590/590         clear_table [159]
                0.00    0.00     590/590         caml_final_empty_young [158]
-----------------------------------------------
                0.01    0.02  546340/546340      camlScanf__scan_conversion_1708 [6]
[30]     4.7    0.01    0.02  546340         camlScanf__read_char_set_1479 [30]
                0.01    0.00  546340/546340      camlScanf__find_in_set_1483 [49]
                0.01    0.00  546340/1105093     camlString__sub_1046 [33]
                0.00    0.00  546340/546340      camlScanf__find_set_1484 [113]
                0.00    0.00  546340/571167      camlPrintf__index_of_int_1037 [107]
-----------------------------------------------
                0.01    0.02     295/295         caml_empty_minor_heap [29]
[31]     4.7    0.01    0.02     295         caml_oldify_mopup [31]
                0.01    0.01 1367511/1404461     caml_oldify_one [39]
-----------------------------------------------
                0.02    0.01  260756/260756      camlOptim1__increment_1055 [19]
[32]     4.4    0.02    0.01  260756         camlHashtbl__replace_1112 [32]
                0.00    0.01  260756/1654378     caml_hash_univ_param [27]
                0.00    0.00  260756/859701      caml_modify [58]
                0.00    0.00  260756/260756      camlHashtbl__replace_bucket_1116 [131]
-----------------------------------------------
                0.00    0.00   12413/1105093     camlPrintf__extract_format_int_1103 [43]
                0.01    0.00  546340/1105093     camlScanf__scan_conversion_1708 [6]
                0.01    0.00  546340/1105093     camlScanf__read_char_set_1479 [30]
[33]     3.2    0.02    0.00 1105093         camlString__sub_1046 [33]
                0.00    0.00 1105093/1105093     caml_blit_string [103]
-----------------------------------------------
                0.00    0.00       6/819516      camlScanf__entry [86]
                0.02    0.00  819510/819516      caml_apply2 <cycle 1> [15]
[34]     3.2    0.02    0.00  819516         caml_curry3 [34]
-----------------------------------------------
                0.02    0.00  546340/546340      camlScanf__scan_format_1685 [5]
[35]     3.2    0.02    0.00  546340         camlScanf__scan_limits_1707 [35]
-----------------------------------------------
                0.02    0.00     154/154         caml_major_collection_slice [13]
[36]     3.2    0.02    0.00     154         sweep_slice [36]
                0.00    0.00  473928/473929      caml_fl_merge_block [116]
                0.00    0.00     154/2864        caml_gc_message [154]
-----------------------------------------------
                0.01    0.01       1/1           camlOptim1__entry [3]
[37]     3.2    0.01    0.01       1         camlList__rmap_f_1070 [37]
                0.01    0.00  273169/273169      camlString__map_1090 [52]
                0.00    0.00  273169/273169      camlString__lowercase_1098 [130]
-----------------------------------------------
                0.00    0.00   12413/1748373     camlPrintf__fill_format_1096 [73]
                0.00    0.00   12413/1748373     camlPrintf__extract_format_1085 [46]
                0.02    0.00 1723547/1748373     camlScanf__loop_1607 [26]
[38]     3.2    0.02    0.00 1748373         camlBuffer__add_char_1072 [38]
-----------------------------------------------
                                 161             caml_oldify_one [39]
                0.00    0.00     295/1404461     caml_iterate_global_roots [80]
                0.00    0.00    1057/1404461     caml_oldify_local_roots [79]
                0.00    0.00   35598/1404461     caml_empty_minor_heap [29]
                0.01    0.01 1367511/1404461     caml_oldify_mopup [31]
[39]     3.2    0.01    0.01 1404461+161     caml_oldify_one [39]
                0.00    0.01 1401712/1401724     caml_alloc_shr [57]
                                 161             caml_oldify_one [39]
-----------------------------------------------
                0.00    0.02    8191/8191        camlHashtbl__iter_1129 [41]
[40]     2.7    0.00    0.02    8191         camlHashtbl__do_bucket_1132 [40]
                0.00    0.01   24826/24826       camlPrintf__scan_conv_1293 [42]
                0.00    0.00   49652/1477567     caml_apply2 <cycle 1> [15]
                0.00    0.00   37239/37239       camlPrintf__doprn_1360 [65]
                0.00    0.00   24826/24826       camlPrintf__cont_s_1361 [67]
                0.00    0.00   12413/12413       camlPrintf__fun_1575 [72]
                0.00    0.00   24826/1117508     caml_apply3 [59]
                0.00    0.00   24826/24826       camlPrintf__scan_flags_1292 [139]
                0.00    0.00   24826/24826       camlPrintf__got_spec_1297 [138]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_spec_1252 [142]
                0.00    0.00   24826/24826       camlPrintf__scan_positional_1291 [141]
                0.00    0.00   24826/24826       camlPrintf__scan_format_1278 [140]
                0.00    0.00   12413/12413       camlPrintf__fun_1689 [147]
                0.00    0.00   12413/12413       camlPrintf__pr_1354 [148]
                0.00    0.00   12413/12413       caml_curry4_3 [151]
-----------------------------------------------
                0.00    0.02       1/1           camlOptim1__entry [3]
[41]     2.7    0.00    0.02       1         camlHashtbl__iter_1129 [41]
                0.00    0.02    8191/8191        camlHashtbl__do_bucket_1132 [40]
-----------------------------------------------
                0.00    0.01   24826/24826       camlHashtbl__do_bucket_1132 [40]
[42]     1.7    0.00    0.01   24826         camlPrintf__scan_conv_1293 [42]
                0.00    0.01   12413/12413       camlPrintf__extract_format_int_1103 [43]
                0.00    0.00   24826/571166      caml_curry2_1 [48]
                0.00    0.00   24826/24826       camlPrintf__get_arg_1288 [137]
                0.00    0.00   24826/571167      camlPrintf__index_of_int_1037 [107]
                0.00    0.00   24826/24826       camlPrintf__add_int_index_1040 [136]
-----------------------------------------------
                0.00    0.01   12413/12413       camlPrintf__scan_conv_1293 [42]
[43]     1.7    0.00    0.01   12413         camlPrintf__extract_format_int_1103 [43]
                0.00    0.01   12413/12413       camlPrintf__extract_format_1085 [46]
                0.00    0.00   12413/1105093     camlString__sub_1046 [33]
-----------------------------------------------
                0.00    0.01       4/4           camlOptim1__increment_1055 [19]
[44]     1.7    0.00    0.01       4         camlHashtbl__resize_1061 [44]
                0.01    0.00    7676/7676        camlHashtbl__insert_bucket_1068 [45]
                0.00    0.00       4/859701      caml_modify [58]
                0.00    0.00       4/8           camlPervasives__min_1022 [185]
-----------------------------------------------
                               15356             camlHashtbl__insert_bucket_1068 [45]
                0.01    0.00    7676/7676        camlHashtbl__resize_1061 [44]
[45]     1.7    0.01    0.00    7676+15356   camlHashtbl__insert_bucket_1068 [45]
                0.00    0.00   15356/15356       camlHashtbl__hash_1031 [69]
                0.00    0.00   15356/859701      caml_modify [58]
                               15356             camlHashtbl__insert_bucket_1068 [45]
-----------------------------------------------
                0.00    0.01   12413/12413       camlPrintf__extract_format_int_1103 [43]
[46]     1.6    0.00    0.01   12413         camlPrintf__extract_format_1085 [46]
                0.01    0.00   12413/12414       camlList__rev_append_1051 [53]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [38]
                0.00    0.00   12413/12413       camlPrintf__fill_format_1096 [73]
                0.00    0.00   12413/12413       camlPrintf__skip_positional_spec_1090 [149]
                0.00    0.00   12413/12415       camlBuffer__create_1039 [146]
-----------------------------------------------
                0.01    0.00 1723549/1723549     camlScanf__loop_1607 [26]
[47]     1.6    0.01    0.00 1723549         camlScanf__next_1158 [47]
                0.00    0.00    1685/1685        camlPervasives__input_1224 [155]
-----------------------------------------------
                0.00    0.00   24826/571166      camlPrintf__scan_conv_1293 [42]
                0.01    0.00  546340/571166      camlOptim1__read_words_1030 [4]
[48]     1.6    0.01    0.00  571166         caml_curry2_1 [48]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__read_char_set_1479 [30]
[49]     1.6    0.01    0.00  546340         camlScanf__find_in_set_1483 [49]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__scan_chars_in_char_set_1596 [7]
[50]     1.6    0.01    0.00  546340         camlScanf__ignore_stoppers_1260 [50]
-----------------------------------------------
                0.01    0.00  546340/546340      camlScanf__scan_format_1685 [5]
[51]     1.6    0.01    0.00  546340         camlScanf__scan_skip_1706 [51]
-----------------------------------------------
                0.01    0.00  273169/273169      camlList__rmap_f_1070 [37]
[52]     1.6    0.01    0.00  273169         camlString__map_1090 [52]
                0.00    0.00 1215523/1215523     camlChar__lowercase_1043 [102]
-----------------------------------------------
                0.00    0.00       1/12414       camlOptim1__read_words_1030 [4]
                0.01    0.00   12413/12414       camlPrintf__extract_format_1085 [46]
[53]     1.6    0.01    0.00   12414         camlList__rev_append_1051 [53]
-----------------------------------------------
                                                 <spontaneous>
[54]     1.6    0.01    0.00                 camlBuffer__resize_1066 [54]
-----------------------------------------------
                                                 <spontaneous>
[55]     1.6    0.01    0.00                 camlPrintf__valid_float_loop_1273 [55]
-----------------------------------------------
                0.01    0.00 1401751/1401751     caml_alloc_shr [57]
[56]     1.6    0.01    0.00 1401751         caml_fl_allocate [56]
                0.00    0.00 1401724/1401724     allocate_block [101]
-----------------------------------------------
                0.00    0.00       5/1401724     caml_make_vect [71]
                0.00    0.00       7/1401724     caml_alloc_custom [90]
                0.00    0.01 1401712/1401724     caml_oldify_one [39]
[57]     1.6    0.00    0.01 1401724         caml_alloc_shr [57]
                0.01    0.00 1401751/1401751     caml_fl_allocate [56]
                0.00    0.00      27/27          caml_round_heap_chunk_size [176]
                0.00    0.00      27/28          caml_alloc_for_heap [171]
                0.00    0.00      27/27          caml_add_to_heap [174]
                0.00    0.00      27/27          caml_fl_add_blocks [175]
-----------------------------------------------
                0.00    0.00       1/859701      camlScanf__fun_1926 [98]
                0.00    0.00       1/859701      caml_alloc_array [96]
                0.00    0.00       4/859701      camlHashtbl__resize_1061 [44]
                0.00    0.00   12417/859701      camlHashtbl__add_1074 [68]
                0.00    0.00   15356/859701      camlHashtbl__insert_bucket_1068 [45]
                0.00    0.00   24826/859701      camlPrintf__fun_1575 [72]
                0.00    0.00  260756/859701      camlHashtbl__replace_1112 [32]
                0.00    0.00  273170/859701      camlOptim1__fun_1077 [64]
                0.00    0.00  273170/859701      camlBuffer__reset_1064 [63]
[58]     0.9    0.00    0.01  859701         caml_modify [58]
                0.00    0.00  859701/9685966     caml_page_table_lookup [21]
                0.00    0.00  256971/262134      caml_darken [66]
                0.00    0.00       1/1           caml_realloc_ref_table [258]
-----------------------------------------------
                0.00    0.00   24826/1117508     camlHashtbl__do_bucket_1132 [40]
                0.00    0.00  273170/1117508     camlOptim1__read_words_1030 [4]
                0.00    0.00  273170/1117508     camlScanf__scan_format_1685 [5]
                0.00    0.00  546342/1117508     camlPrintf__scan_fmt_1144 [24]
[59]     0.8    0.01    0.00 1117508         caml_apply3 [59]
                0.00    0.00  273170/273170      caml_curry5_2 [125]
                0.00    0.00  273170/273170      caml_curry5_3 [126]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.8    0.01    0.00                 caml_apply4 [60]
-----------------------------------------------
                0.00    0.00   12416/1403097     caml_copy_string [77]
                0.00    0.00 1390681/1403097     caml_create_string [62]
[61]     0.4    0.00    0.00 1403097         caml_alloc_string [61]
                0.00    0.00       7/295         caml_minor_collection [8]
-----------------------------------------------
                0.00    0.00 1390681/1390681     caml_c_call [12]
[62]     0.4    0.00    0.00 1390681         caml_create_string [62]
                0.00    0.00 1390681/1403097     caml_alloc_string [61]
-----------------------------------------------
                0.00    0.00  273170/273170      camlScanf__scan_format_1685 [5]
[63]     0.3    0.00    0.00  273170         camlBuffer__reset_1064 [63]
                0.00    0.00  273170/859701      caml_modify [58]
-----------------------------------------------
                0.00    0.00  273170/273170      camlOptim1__read_words_1030 [4]
[64]     0.3    0.00    0.00  273170         camlOptim1__fun_1077 [64]
                0.00    0.00  273170/859701      caml_modify [58]
                0.00    0.00  273170/273170      caml_string_notequal [129]
-----------------------------------------------
                0.00    0.00   37239/37239       camlHashtbl__do_bucket_1132 [40]
[65]     0.3    0.00    0.00   37239         camlPrintf__doprn_1360 [65]
                0.00    0.00   37239/1477567     caml_apply2 <cycle 1> [15]
                0.00    0.00   37239/37239       camlPervasives__fun_1422 [132]
-----------------------------------------------
                0.00    0.00      13/262134      caml_iterate_global_roots [80]
                0.00    0.00     132/262134      caml_do_local_roots [82]
                0.00    0.00    5018/262134      caml_do_roots [75]
                0.00    0.00  256971/262134      caml_modify [58]
[66]     0.2    0.00    0.00  262134         caml_darken [66]
                0.00    0.00  261772/9685966     caml_page_table_lookup [21]
-----------------------------------------------
                0.00    0.00   24826/24826       camlHashtbl__do_bucket_1132 [40]
[67]     0.2    0.00    0.00   24826         camlPrintf__cont_s_1361 [67]
                0.00    0.00   24826/1477567     caml_apply2 <cycle 1> [15]
                0.00    0.00   24826/24826       camlPervasives__output_string_1191 [135]
-----------------------------------------------
                0.00    0.00       4/12417       camlScanf__scan_chars_in_char_set_1596 [7]
                0.00    0.00   12413/12417       camlOptim1__increment_1055 [19]
[68]     0.1    0.00    0.00   12417         camlHashtbl__add_1074 [68]
                0.00    0.00   12417/1654378     caml_hash_univ_param [27]
                0.00    0.00   12417/859701      caml_modify [58]
-----------------------------------------------
                0.00    0.00   15356/15356       camlHashtbl__insert_bucket_1068 [45]
[69]     0.1    0.00    0.00   15356         camlHashtbl__hash_1031 [69]
                0.00    0.00   15356/1654378     caml_hash_univ_param [27]
-----------------------------------------------
                0.00    0.00       1/12420       caml_sys_get_argv [92]
                0.00    0.00       1/12420       caml_sys_get_config [93]
                0.00    0.00       2/12420       caml_ml_out_channels_list [88]
                0.00    0.00   12416/12420       caml_make_vect [71]
[70]     0.1    0.00    0.00   12420         caml_alloc_small [70]
                0.00    0.00       1/295         caml_minor_collection [8]
-----------------------------------------------
                0.00    0.00   12421/12421       caml_c_call [12]
[71]     0.1    0.00    0.00   12421         caml_make_vect [71]
                0.00    0.00   12416/12420       caml_alloc_small [70]
                0.00    0.00       5/1401724     caml_alloc_shr [57]
                0.00    0.00   15867/15867       caml_initialize [145]
                0.00    0.00       5/12          caml_check_urgent_gc [183]
-----------------------------------------------
                0.00    0.00   12413/12413       camlHashtbl__do_bucket_1132 [40]
[72]     0.0    0.00    0.00   12413         camlPrintf__fun_1575 [72]
                0.00    0.00   24826/859701      caml_modify [58]
-----------------------------------------------
                0.00    0.00   12413/12413       camlPrintf__extract_format_1085 [46]
[73]     0.0    0.00    0.00   12413         camlPrintf__fill_format_1096 [73]
                0.00    0.00   12413/1748373     camlBuffer__add_char_1072 [38]
-----------------------------------------------
                0.00    0.00      13/13          start_cycle [76]
[74]     0.0    0.00    0.00      13         caml_darken_all_roots [74]
                0.00    0.00      13/13          caml_do_roots [75]
-----------------------------------------------
                0.00    0.00      13/13          caml_darken_all_roots [74]
[75]     0.0    0.00    0.00      13         caml_do_roots [75]
                0.00    0.00    5018/262134      caml_darken [66]
                0.00    0.00      13/13          caml_do_local_roots [82]
                0.00    0.00      13/13          caml_scan_global_roots [83]
                0.00    0.00      13/13          caml_final_do_strong_roots [181]
-----------------------------------------------
                0.00    0.00      13/13          caml_major_collection_slice [13]
[76]     0.0    0.00    0.00      13         start_cycle [76]
                0.00    0.00      13/13          caml_darken_all_roots [74]
                0.00    0.00      13/2864        caml_gc_message [154]
-----------------------------------------------
                0.00    0.00       1/12416       caml_alloc_array [96]
                0.00    0.00       1/12416       caml_sys_get_argv [92]
                0.00    0.00       1/12416       caml_sys_get_config [93]
                0.00    0.00   12413/12416       caml_format_int [78]
[77]     0.0    0.00    0.00   12416         caml_copy_string [77]
                0.00    0.00   12416/1403097     caml_alloc_string [61]
-----------------------------------------------
                0.00    0.00   12413/12413       caml_c_call [12]
[78]     0.0    0.00    0.00   12413         caml_format_int [78]
                0.00    0.00   12413/12416       caml_copy_string [77]
                0.00    0.00   12413/12413       parse_format [152]
-----------------------------------------------
                0.00    0.00     295/295         caml_empty_minor_heap [29]
[79]     0.0    0.00    0.00     295         caml_oldify_local_roots [79]
                0.00    0.00    1057/1404461     caml_oldify_one [39]
                0.00    0.00     295/295         caml_scan_global_young_roots [81]
                0.00    0.00     295/295         caml_final_do_young_roots [166]
                0.00    0.00       1/1           caml_init_frame_descriptors [248]
-----------------------------------------------
                0.00    0.00      39/629         caml_scan_global_roots [83]
                0.00    0.00     590/629         caml_scan_global_young_roots [81]
[80]     0.0    0.00    0.00     629         caml_iterate_global_roots [80]
                0.00    0.00     295/1404461     caml_oldify_one [39]
                0.00    0.00      13/262134      caml_darken [66]
-----------------------------------------------
                0.00    0.00     295/295         caml_oldify_local_roots [79]
[81]     0.0    0.00    0.00     295         caml_scan_global_young_roots [81]
                0.00    0.00     590/629         caml_iterate_global_roots [80]
-----------------------------------------------
                0.00    0.00      13/13          caml_do_roots [75]
[82]     0.0    0.00    0.00      13         caml_do_local_roots [82]
                0.00    0.00     132/262134      caml_darken [66]
-----------------------------------------------
                0.00    0.00      13/13          caml_do_roots [75]
[83]     0.0    0.00    0.00      13         caml_scan_global_roots [83]
                0.00    0.00      39/629         caml_iterate_global_roots [80]
-----------------------------------------------
                0.00    0.00       8/8           caml_c_call [12]
[84]     0.0    0.00    0.00       8         caml_lessequal [84]
                0.00    0.00       8/2097543     compare_val [17]
-----------------------------------------------
                0.00    0.00       1/1           camlOptim1__entry [3]
[85]     0.0    0.00    0.00       1         camlPrintf__kapr_1209 [85]
                0.00    0.00       1/273171      camlPrintf__ac_of_format_1184 [22]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[86]     0.0    0.00    0.00       1         camlScanf__entry [86]
                0.00    0.00       6/819516      caml_curry3 [34]
                0.00    0.00       2/273173      caml_curry2 [117]
                0.00    0.00       1/2           camlScanf__from_ic_1149 [198]
                0.00    0.00       1/4           camlHashtbl__create_1051 [190]
-----------------------------------------------
                0.00    0.00       4/4           caml_c_call [12]
[87]     0.0    0.00    0.00       4         caml_greaterequal [87]
                0.00    0.00       4/2097543     compare_val [17]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [12]
[88]     0.0    0.00    0.00       1         caml_ml_out_channels_list [88]
                0.00    0.00       2/12420       caml_alloc_small [70]
                0.00    0.00       2/7           caml_alloc_channel [89]
-----------------------------------------------
                0.00    0.00       2/7           caml_ml_open_descriptor_in [95]
                0.00    0.00       2/7           caml_ml_out_channels_list [88]
                0.00    0.00       3/7           caml_ml_open_descriptor_out [94]
[89]     0.0    0.00    0.00       7         caml_alloc_channel [89]
                0.00    0.00       7/7           caml_alloc_custom [90]
-----------------------------------------------
                0.00    0.00       7/7           caml_alloc_channel [89]
[90]     0.0    0.00    0.00       7         caml_alloc_custom [90]
                0.00    0.00       7/1401724     caml_alloc_shr [57]
                0.00    0.00       7/12          caml_check_urgent_gc [183]
                0.00    0.00       7/7           caml_adjust_gc_speed [186]
-----------------------------------------------
                0.00    0.00       1/1           camlOptim1__entry [3]
[91]     0.0    0.00    0.00       1         camlPrintf__mkprintf_1345 [91]
                0.00    0.00       1/1477567     caml_apply2 <cycle 1> [15]
                0.00    0.00       1/1           camlPrintf__fun_1680 [227]
                0.00    0.00       1/571167      camlPrintf__index_of_int_1037 [107]
                0.00    0.00       1/1           caml_curry4_1 [237]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [12]
[92]     0.0    0.00    0.00       1         caml_sys_get_argv [92]
                0.00    0.00       1/12420       caml_alloc_small [70]
                0.00    0.00       1/1           caml_copy_string_array [97]
                0.00    0.00       1/12416       caml_copy_string [77]
-----------------------------------------------
                0.00    0.00       1/1           caml_c_call [12]
[93]     0.0    0.00    0.00       1         caml_sys_get_config [93]
                0.00    0.00       1/12420       caml_alloc_small [70]
                0.00    0.00       1/12416       caml_copy_string [77]
-----------------------------------------------
                0.00    0.00       3/3           caml_c_call [12]
[94]     0.0    0.00    0.00       3         caml_ml_open_descriptor_out [94]
                0.00    0.00       3/7           caml_alloc_channel [89]
                0.00    0.00       3/3           caml_open_descriptor_out [195]
-----------------------------------------------
                0.00    0.00       2/2           caml_c_call [12]
[95]     0.0    0.00    0.00       2         caml_ml_open_descriptor_in [95]
                0.00    0.00       2/7           caml_alloc_channel [89]
                0.00    0.00       2/5           caml_open_descriptor_in [189]
-----------------------------------------------
                0.00    0.00       1/1           caml_copy_string_array [97]
[96]     0.0    0.00    0.00       1         caml_alloc_array [96]
                0.00    0.00       1/859701      caml_modify [58]
                0.00    0.00       1/12416       caml_copy_string [77]
                0.00    0.00       1/1           caml_alloc [233]
-----------------------------------------------
                0.00    0.00       1/1           caml_sys_get_argv [92]
[97]     0.0    0.00    0.00       1         caml_copy_string_array [97]
                0.00    0.00       1/1           caml_alloc_array [96]
-----------------------------------------------
                0.00    0.00  273170/273170      camlOptim1__read_words_1030 [4]
[98]     0.0    0.00    0.00  273170         camlScanf__fun_1926 [98]
                0.00    0.00       1/859701      caml_modify [58]
                0.00    0.00  273170/273170      camlList__assq_1174 [118]
                0.00    0.00       1/2           camlScanf__from_ic_1149 [198]
-----------------------------------------------
                0.00    0.00       2/4222839     caml_sys_open [207]
                0.00    0.00   12413/4222839     parse_format [152]
                0.00    0.00 1108038/4222839     hash_aux [28]
                0.00    0.00 3102386/4222839     compare_val [17]
[99]     0.0    0.00    0.00 4222839         caml_string_length [99]
-----------------------------------------------
                0.00    0.00 2269885/2269885     camlScanf__loop_1607 [26]
[100]    0.0    0.00    0.00 2269885         camlScanf__fun_2530 [100]
-----------------------------------------------
                0.00    0.00 1401724/1401724     caml_fl_allocate [56]
[101]    0.0    0.00    0.00 1401724         allocate_block [101]
-----------------------------------------------
                0.00    0.00 1215523/1215523     camlString__map_1090 [52]
[102]    0.0    0.00    0.00 1215523         camlChar__lowercase_1043 [102]
-----------------------------------------------
                0.00    0.00 1105093/1105093     camlString__sub_1046 [33]
[103]    0.0    0.00    0.00 1105093         caml_blit_string [103]
-----------------------------------------------
                0.00    0.00  819510/819510      camlScanf__scan_format_1685 [5]
[104]    0.0    0.00    0.00  819510         camlScanf__scan_fmt_1705 [104]
-----------------------------------------------
                0.00    0.00  273170/819510      camlOptim1__read_words_1030 [4]
                0.00    0.00  546340/819510      camlScanf__scan_conversion_1708 [6]
[105]    0.0    0.00    0.00  819510         caml_curry3_1 [105]
-----------------------------------------------
                0.00    0.00  273170/819510      caml_apply2 <cycle 1> [15]
                0.00    0.00  273170/819510      camlOptim1__read_words_1030 [4]
                0.00    0.00  273170/819510      camlScanf__stack_1697 [115]
[106]    0.0    0.00    0.00  819510         caml_curry3_2 [106]
-----------------------------------------------
                0.00    0.00       1/571167      camlPrintf__mkprintf_1345 [91]
                0.00    0.00   24826/571167      camlPrintf__scan_conv_1293 [42]
                0.00    0.00  546340/571167      camlScanf__read_char_set_1479 [30]
[107]    0.0    0.00    0.00  571167         camlPrintf__index_of_int_1037 [107]
-----------------------------------------------
                0.00    0.00  546342/546342      camlPrintf__scan_fmt_1144 [24]
[108]    0.0    0.00    0.00  546342         camlPrintf__add_conv_1191 [108]
                0.00    0.00  546342/546342      camlPrintf__incr_ac_1187 [109]
-----------------------------------------------
                0.00    0.00  546342/546342      camlPrintf__add_conv_1191 [108]
[109]    0.0    0.00    0.00  546342         camlPrintf__incr_ac_1187 [109]
-----------------------------------------------
                0.00    0.00  546342/546342      camlPrintf__scan_fmt_1144 [24]
[110]    0.0    0.00    0.00  546342         camlPrintf__scan_conv_1143 [110]
-----------------------------------------------
                0.00    0.00  546342/546342      camlPrintf__scan_fmt_1144 [24]
[111]    0.0    0.00    0.00  546342         camlPrintf__scan_flags_1142 [111]
-----------------------------------------------
                0.00    0.00  273170/546340      camlOptim1__read_words_1030 [4]
                0.00    0.00  273170/546340      camlScanf__stack_1697 [115]
[112]    0.0    0.00    0.00  546340         camlScanf__delay_1694 [112]
-----------------------------------------------
                0.00    0.00  546340/546340      camlScanf__read_char_set_1479 [30]
